interaction_id,customer_id,interaction_date,channel,interaction_type,interaction_outcome
I0003737,C000915,2025-06-19,APP,COLLECTION,RESOLVED
I0003738,C000335,2025-12-14,EMAIL,GENERAL_QUERY,RESOLVED
I0003739,C000511,2025-01-14,SMS,LOAN_QUERY,PENDING
I0003740,C000589,2024-11-10,SMS,COMPLAINT,PENDING
I0003741,C000003,2026-07-22,BRANCH,GENERAL_QUERY,PENDING
I0003742,C000307,2025-01-01,EMAIL,COLLECTION,PENDING
I0003743,C000120,2025-07-07,CALL,COLLECTION,RESOLVED
I0003744,C000657,2026-06-13,APP,LOAN_QUERY,PENDING
I0003745,C000617,2026-01-22,SMS,COLLECTION,PENDING
I0003746,C000626,2025-10-22,APP,LOAN_QUERY,PENDING
I0003747,C000718,2026-03-29,BRANCH,COMPLAINT,ESCALATED
I0003748,C000311,2025-04-24,SMS,GENERAL_QUERY,ESCALATED
I0003749,C000363,2026-01-31,EMAIL,LOAN_QUERY,PENDING
I0003750,C000017,2025-10-19,CALL,PAYMENT_REMINDER,ESCALATED
I0003751,C000765,2025-06-28,EMAIL,COMPLAINT,ESCALATED
I0003752,C000970,2025-08-03,BRANCH,GENERAL_QUERY,PENDING
I0003753,C000851,2025-03-06,APP,COMPLAINT,PENDING
I0003754,C000234,2026-08-25,APP,GENERAL_QUERY,RESOLVED
I0003755,C000170,2025-10-07,EMAIL,GENERAL_QUERY,RESOLVED
I0003756,C000277,2024-11-20,CALL,COLLECTION,RESOLVED
I0003757,C000579,2024-11-19,SMS,PAYMENT_REMINDER,PENDING
I0003758,C000400,2025-04-26,CALL,COLLECTION,PENDING
I0003759,C000638,2026-07-04,CALL,GENERAL_QUERY,PENDING
I0003760,C000361,2025-01-12,CALL,COLLECTION,RESOLVED
I0003761,C000104,2025-12-30,BRANCH,PAYMENT_REMINDER,RESOLVED
I0003762,C000587,2025-05-16,BRANCH,GENERAL_QUERY,RESOLVED
I0003763,C000407,2025-02-12,EMAIL,COMPLAINT,RESOLVED
I0003764,C000138,2024-10-02,SMS,LOAN_QUERY,ESCALATED
I0003765,C000003,2024-10-17,CALL,GENERAL_QUERY,ESCALATED
I0003766,C000648,2024-10-08,SMS,COMPLAINT,RESOLVED
I0003767,C000153,2026-09-15,APP,COMPLAINT,PENDING
I0003768,C000706,2026-04-18,SMS,COMPLAINT,RESOLVED
I0003769,C000483,2025-03-25,BRANCH,LOAN_QUERY,PENDING
I0003770,C000624,2025-09-03,SMS,GENERAL_QUERY,PENDING
I0003771,C000449,2026-06-22,EMAIL,COLLECTION,ESCALATED
I0003772,C000742,2025-06-04,APP,GENERAL_QUERY,ESCALATED
I0003773,C000345,2026-05-09,APP,LOAN_QUERY,ESCALATED
I0003774,C000382,2026-08-22,CALL,PAYMENT_REMINDER,PENDING
I0003775,C000268,2025-03-25,APP,LOAN_QUERY,ESCALATED
I0003776,C000010,2025-12-02,EMAIL,LOAN_QUERY,PENDING
I0003777,C000843,2026-04-23,APP,LOAN_QUERY,PENDING
I0003778,C000830,2025-11-07,APP,COLLECTION,PENDING
I0003779,C000629,2025-11-28,APP,GENERAL_QUERY,ESCALATED
I0003780,C000698,2026-08-22,SMS,PAYMENT_REMINDER,PENDING
I0003781,C000332,2026-03-11,BRANCH,PAYMENT_REMINDER,RESOLVED
I0003782,C000906,2025-01-09,CALL,GENERAL_QUERY,PENDING
I0003783,C000838,2026-07-26,SMS,COLLECTION,PENDING
I0003784,C000054,2025-03-23,SMS,PAYMENT_REMINDER,RESOLVED
I0003785,C000146,2026-03-16,SMS,PAYMENT_REMINDER,RESOLVED
I0003786,C000156,2026-03-11,SMS,COMPLAINT,PENDING
I0003787,C000256,2024-11-11,APP,PAYMENT_REMINDER,ESCALATED
I0003788,C000849,2025-02-23,CALL,PAYMENT_REMINDER,PENDING
I0003789,C000456,2025-01-05,BRANCH,PAYMENT_REMINDER,PENDING
I0003790,C000107,2025-04-05,BRANCH,GENERAL_QUERY,PENDING
I0003791,C000709,2025-08-21,EMAIL,PAYMENT_REMINDER,RESOLVED
I0003792,C000737,2025-06-10,BRANCH,PAYMENT_REMINDER,RESOLVED
I0003793,C000510,2025-12-25,APP,COMPLAINT,ESCALATED
I0003794,C000992,2026-02-09,EMAIL,COLLECTION,RESOLVED
I0003795,C000633,2026-01-15,CALL,GENERAL_QUERY,RESOLVED
I0003796,C000792,2025-10-11,APP,COLLECTION,RESOLVED
I0003797,C000030,2026-07-09,BRANCH,COLLECTION,RESOLVED
I0003798,C000209,2025-07-08,EMAIL,GENERAL_QUERY,ESCALATED
I0003799,C000437,2025-07-08,CALL,PAYMENT_REMINDER,ESCALATED
I0003800,C000875,2026-01-04,APP,GENERAL_QUERY,ESCALATED
I0003801,C000106,2025-02-25,APP,GENERAL_QUERY,RESOLVED
I0003802,C000287,2024-12-23,CALL,COLLECTION,RESOLVED
I0003803,C000555,2025-09-22,BRANCH,LOAN_QUERY,ESCALATED
I0003804,C000677,2026-04-25,CALL,COLLECTION,RESOLVED
I0003805,C000888,2025-11-05,BRANCH,COMPLAINT,RESOLVED
I0003806,C000756,2026-03-24,BRANCH,COLLECTION,RESOLVED
I0003807,C000549,2025-04-04,CALL,COMPLAINT,PENDING
I0003808,C000972,2024-12-05,EMAIL,PAYMENT_REMINDER,PENDING
I0003809,C000673,2025-10-02,EMAIL,COMPLAINT,PENDING
I0003810,C000435,2026-02-09,CALL,PAYMENT_REMINDER,ESCALATED
I0003811,C000562,2025-11-20,EMAIL,COMPLAINT,ESCALATED
I0003812,C000365,2025-02-19,BRANCH,PAYMENT_REMINDER,PENDING
I0003813,C000812,2026-05-31,CALL,LOAN_QUERY,RESOLVED
I0003814,C000835,2026-02-28,CALL,COMPLAINT,PENDING
I0003815,C000406,2025-10-06,SMS,PAYMENT_REMINDER,ESCALATED
I0003816,C000921,2025-08-02,CALL,COLLECTION,PENDING
I0003817,C000379,2025-06-09,APP,COLLECTION,RESOLVED
I0003818,C000756,2025-12-02,CALL,COMPLAINT,RESOLVED
I0003819,C000062,2024-11-10,APP,COLLECTION,PENDING
I0003820,C000572,2026-08-02,EMAIL,LOAN_QUERY,RESOLVED
I0003821,C000480,2025-06-07,SMS,COMPLAINT,ESCALATED
I0003822,C000108,2026-08-12,SMS,LOAN_QUERY,ESCALATED
I0003823,C000461,2025-02-26,EMAIL,COMPLAINT,ESCALATED
I0003824,C000237,2026-08-31,EMAIL,LOAN_QUERY,RESOLVED
I0003825,C000863,2025-10-27,CALL,LOAN_QUERY,ESCALATED
I0003826,C000753,2025-01-02,SMS,LOAN_QUERY,RESOLVED
I0003827,C000524,2024-10-18,EMAIL,COMPLAINT,ESCALATED
I0003828,C000838,2024-11-28,EMAIL,LOAN_QUERY,ESCALATED
I0003829,C000063,2024-12-01,CALL,LOAN_QUERY,PENDING
I0003830,C000496,2026-05-14,CALL,LOAN_QUERY,RESOLVED
I0003831,C000983,2025-04-17,EMAIL,GENERAL_QUERY,PENDING
I0003832,C000589,2026-02-16,APP,PAYMENT_REMINDER,PENDING
I0003833,C000751,2026-07-24,BRANCH,COMPLAINT,PENDING
I0003834,C000905,2024-10-09,BRANCH,LOAN_QUERY,RESOLVED
I0003835,C000135,2026-06-10,APP,COLLECTION,RESOLVED
I0003836,C000218,2025-07-14,CALL,PAYMENT_REMINDER,ESCALATED
I0003837,C000263,2026-06-02,BRANCH,COLLECTION,RESOLVED
I0003838,C000891,2025-06-17,APP,GENERAL_QUERY,PENDING
I0003839,C000045,2025-01-21,BRANCH,GENERAL_QUERY,ESCALATED
I0003840,C000101,2026-03-13,SMS,COMPLAINT,RESOLVED
I0003841,C000844,2025-08-14,EMAIL,COMPLAINT,ESCALATED
I0003842,C000153,2025-07-18,EMAIL,LOAN_QUERY,PENDING
I0003843,C000613,2025-05-01,BRANCH,COLLECTION,PENDING
I0003844,C000161,2025-02-05,EMAIL,GENERAL_QUERY,RESOLVED
I0003845,C000770,2025-08-16,CALL,PAYMENT_REMINDER,ESCALATED
I0003846,C000625,2025-08-27,CALL,LOAN_QUERY,RESOLVED
I0003847,C000164,2026-07-20,BRANCH,PAYMENT_REMINDER,RESOLVED
I0003848,C000695,2026-05-24,BRANCH,LOAN_QUERY,PENDING
I0003849,C000564,2026-07-29,SMS,PAYMENT_REMINDER,PENDING
I0003850,C000423,2025-03-06,CALL,COMPLAINT,RESOLVED
I0003851,C000165,2026-07-24,EMAIL,LOAN_QUERY,ESCALATED
I0003852,C000938,2026-08-06,SMS,PAYMENT_REMINDER,RESOLVED
I0003853,C000833,2025-06-29,BRANCH,LOAN_QUERY,ESCALATED
I0003854,C000090,2024-11-04,BRANCH,COLLECTION,PENDING
I0003855,C000461,2026-06-03,SMS,GENERAL_QUERY,ESCALATED
I0003856,C000399,2025-01-06,EMAIL,GENERAL_QUERY,RESOLVED
I0003857,C000587,2025-09-29,SMS,LOAN_QUERY,RESOLVED
I0003858,C000476,2025-02-05,EMAIL,COMPLAINT,ESCALATED
I0003859,C000469,2025-04-21,EMAIL,GENERAL_QUERY,RESOLVED
I0003860,C000895,2025-05-19,EMAIL,GENERAL_QUERY,RESOLVED
I0003861,C000756,2025-06-11,EMAIL,LOAN_QUERY,PENDING
I0003862,C000609,2025-03-06,APP,COLLECTION,RESOLVED
I0003863,C000745,2026-06-05,BRANCH,LOAN_QUERY,ESCALATED
I0003864,C000675,2026-08-23,APP,GENERAL_QUERY,RESOLVED
I0003865,C000616,2025-03-28,EMAIL,LOAN_QUERY,ESCALATED
I0003866,C000345,2025-09-30,SMS,PAYMENT_REMINDER,RESOLVED
I0003867,C000976,2026-06-26,APP,GENERAL_QUERY,PENDING
I0003868,C000298,2025-06-26,CALL,PAYMENT_REMINDER,RESOLVED
I0003869,C000684,2026-02-20,EMAIL,COLLECTION,RESOLVED
I0003870,C000144,2025-07-17,APP,COMPLAINT,RESOLVED
I0003871,C000911,2025-05-17,APP,COLLECTION,PENDING
I0003872,C000076,2026-09-08,SMS,GENERAL_QUERY,PENDING
I0003873,C000707,2026-04-22,APP,COLLECTION,PENDING
I0003874,C000956,2025-07-12,BRANCH,COMPLAINT,ESCALATED
I0003875,C000834,2026-01-05,SMS,COLLECTION,ESCALATED
I0003876,C000160,2025-09-15,APP,PAYMENT_REMINDER,PENDING
I0003877,C000001,2025-08-01,CALL,LOAN_QUERY,RESOLVED
I0003878,C000870,2025-04-06,EMAIL,LOAN_QUERY,ESCALATED
I0003879,C000414,2025-10-31,EMAIL,COLLECTION,PENDING
I0003880,C000941,2025-08-24,SMS,LOAN_QUERY,ESCALATED
I0003881,C000192,2025-10-18,EMAIL,PAYMENT_REMINDER,RESOLVED
I0003882,C000345,2025-05-01,APP,COMPLAINT,ESCALATED
I0003883,C000351,2025-12-17,EMAIL,LOAN_QUERY,RESOLVED
I0003884,C000689,2025-08-12,CALL,LOAN_QUERY,RESOLVED
I0003885,C000345,2025-01-18,CALL,PAYMENT_REMINDER,ESCALATED
I0003886,C000266,2025-01-21,CALL,COMPLAINT,ESCALATED
I0003887,C000613,2025-04-20,EMAIL,COLLECTION,PENDING
I0003888,C000377,2026-06-10,BRANCH,PAYMENT_REMINDER,RESOLVED
I0003889,C000479,2026-06-01,CALL,LOAN_QUERY,ESCALATED
I0003890,C000503,2025-12-08,EMAIL,PAYMENT_REMINDER,ESCALATED
I0003891,C000689,2025-04-27,SMS,COLLECTION,PENDING
I0003892,C000366,2026-03-20,EMAIL,PAYMENT_REMINDER,RESOLVED
I0003893,C000978,2025-06-28,CALL,GENERAL_QUERY,PENDING
I0003894,C000225,2026-06-23,EMAIL,PAYMENT_REMINDER,RESOLVED
I0003895,C000730,2024-12-18,EMAIL,COMPLAINT,PENDING
I0003896,C000637,2024-10-02,BRANCH,COLLECTION,RESOLVED
I0003897,C000148,2025-05-12,CALL,COLLECTION,PENDING
I0003898,C000271,2025-07-28,CALL,GENERAL_QUERY,ESCALATED
I0003899,C000403,2026-01-14,EMAIL,LOAN_QUERY,ESCALATED
I0003900,C000276,2025-01-01,CALL,COMPLAINT,RESOLVED
I0003901,C000445,2025-05-18,APP,GENERAL_QUERY,PENDING
I0003902,C000799,2024-09-20,SMS,LOAN_QUERY,PENDING
I0003903,C000877,2025-08-03,EMAIL,PAYMENT_REMINDER,PENDING
I0003904,C000814,2025-12-09,EMAIL,COMPLAINT,ESCALATED
I0003905,C000655,2024-12-25,BRANCH,LOAN_QUERY,PENDING
I0003906,C000811,2025-11-30,BRANCH,LOAN_QUERY,RESOLVED
I0003907,C000915,2025-08-07,CALL,COLLECTION,PENDING
I0003908,C000217,2025-05-27,BRANCH,LOAN_QUERY,ESCALATED
I0003909,C000348,2025-07-10,EMAIL,COMPLAINT,RESOLVED
I0003910,C000094,2025-11-04,BRANCH,LOAN_QUERY,ESCALATED
I0003911,C000566,2026-09-07,BRANCH,GENERAL_QUERY,PENDING
I0003912,C000500,2025-06-02,SMS,COLLECTION,ESCALATED
I0003913,C000730,2026-07-15,CALL,LOAN_QUERY,ESCALATED
I0003914,C000312,2024-12-10,CALL,COMPLAINT,RESOLVED
I0003915,C000372,2025-01-05,CALL,LOAN_QUERY,PENDING
I0003916,C000686,2026-06-13,SMS,GENERAL_QUERY,ESCALATED
I0003917,C000128,2026-02-20,SMS,PAYMENT_REMINDER,PENDING
I0003918,C000476,2024-10-28,EMAIL,PAYMENT_REMINDER,PENDING
I0003919,C000978,2026-07-20,CALL,PAYMENT_REMINDER,RESOLVED
I0003920,C000791,2025-08-09,APP,COLLECTION,ESCALATED
I0003921,C000307,2026-05-03,BRANCH,COLLECTION,PENDING
I0003922,C000023,2024-12-23,EMAIL,COLLECTION,PENDING
I0003923,C000617,2026-04-22,EMAIL,LOAN_QUERY,ESCALATED
I0003924,C000696,2025-08-29,BRANCH,PAYMENT_REMINDER,ESCALATED
I0003925,C000090,2026-07-28,APP,COMPLAINT,RESOLVED
I0003926,C000619,2025-08-06,APP,COMPLAINT,RESOLVED
I0003927,C000945,2026-03-22,APP,COLLECTION,ESCALATED
I0003928,C000939,2025-10-03,SMS,GENERAL_QUERY,ESCALATED
I0003929,C000709,2025-02-02,EMAIL,COLLECTION,RESOLVED
I0003930,C000824,2025-12-23,EMAIL,COLLECTION,PENDING
I0003931,C000422,2025-03-14,EMAIL,PAYMENT_REMINDER,RESOLVED
I0003932,C000517,2026-04-13,CALL,PAYMENT_REMINDER,PENDING
I0003933,C000488,2025-05-22,CALL,GENERAL_QUERY,PENDING
I0003934,C000942,2026-03-15,APP,COMPLAINT,ESCALATED
I0003935,C000615,2024-10-02,CALL,COMPLAINT,PENDING
I0003936,C000105,2026-01-05,APP,GENERAL_QUERY,PENDING
I0003937,C000310,2025-08-24,APP,GENERAL_QUERY,RESOLVED
I0003938,C000617,2025-12-13,EMAIL,LOAN_QUERY,RESOLVED
I0003939,C000823,2026-05-13,APP,GENERAL_QUERY,RESOLVED
I0003940,C000820,2025-03-02,EMAIL,COLLECTION,PENDING
I0003941,C000451,2025-04-03,CALL,COLLECTION,ESCALATED
I0003942,C000446,2026-03-01,APP,COLLECTION,PENDING
I0003943,C000338,2026-07-29,EMAIL,LOAN_QUERY,ESCALATED
I0003944,C000783,2025-04-13,SMS,COLLECTION,PENDING
I0003945,C000429,2026-07-21,CALL,LOAN_QUERY,ESCALATED
I0003946,C000725,2025-01-01,CALL,GENERAL_QUERY,ESCALATED
I0003947,C000098,2024-11-11,APP,PAYMENT_REMINDER,PENDING
I0003948,C000769,2024-12-26,APP,PAYMENT_REMINDER,RESOLVED
I0003949,C000401,2025-12-07,SMS,GENERAL_QUERY,RESOLVED
I0003950,C000287,2024-12-10,BRANCH,LOAN_QUERY,RESOLVED
I0003951,C000447,2025-05-07,SMS,COMPLAINT,PENDING
I0003952,C000078,2025-08-21,EMAIL,GENERAL_QUERY,PENDING
I0003953,C000238,2026-07-22,SMS,GENERAL_QUERY,RESOLVED
I0003954,C000715,2026-05-16,SMS,GENERAL_QUERY,ESCALATED
I0003955,C000779,2026-02-08,BRANCH,LOAN_QUERY,RESOLVED
I0003956,C000753,2025-07-01,SMS,COMPLAINT,RESOLVED
I0003957,C000211,2026-08-16,BRANCH,LOAN_QUERY,PENDING
I0003958,C000654,2024-09-19,SMS,COLLECTION,PENDING
I0003959,C000161,2025-02-07,BRANCH,COLLECTION,ESCALATED
I0003960,C000405,2025-01-08,EMAIL,GENERAL_QUERY,RESOLVED
I0003961,C000459,2026-05-20,SMS,COLLECTION,ESCALATED
I0003962,C000947,2025-02-15,SMS,COMPLAINT,PENDING
I0003963,C000832,2025-05-01,CALL,GENERAL_QUERY,RESOLVED
I0003964,C000434,2026-08-10,SMS,LOAN_QUERY,PENDING
I0003965,C000179,2025-10-04,CALL,GENERAL_QUERY,ESCALATED
I0003966,C000882,2025-09-09,APP,COMPLAINT,PENDING
I0003967,C000786,2025-11-17,BRANCH,PAYMENT_REMINDER,PENDING
I0003968,C000502,2026-07-13,BRANCH,COMPLAINT,RESOLVED
I0003969,C000495,2026-03-05,APP,PAYMENT_REMINDER,ESCALATED
I0003970,C000669,2026-09-12,EMAIL,GENERAL_QUERY,RESOLVED
I0003971,C000993,2026-07-11,EMAIL,COLLECTION,PENDING
I0003972,C000203,2026-03-13,CALL,PAYMENT_REMINDER,ESCALATED
I0003973,C000074,2026-02-16,BRANCH,PAYMENT_REMINDER,RESOLVED
I0003974,C000336,2026-04-05,CALL,GENERAL_QUERY,PENDING
I0003975,C000537,2026-03-12,APP,PAYMENT_REMINDER,RESOLVED
I0003976,C000643,2024-09-20,EMAIL,LOAN_QUERY,PENDING
I0003977,C000451,2025-04-26,APP,GENERAL_QUERY,ESCALATED
I0003978,C000507,2026-08-24,APP,COLLECTION,RESOLVED
I0003979,C000808,2025-06-10,CALL,COLLECTION,ESCALATED
I0003980,C000078,2025-10-03,CALL,COMPLAINT,ESCALATED
I0003981,C000915,2026-03-31,SMS,COLLECTION,ESCALATED
I0003982,C000103,2025-11-30,APP,COMPLAINT,PENDING
I0003983,C000845,2025-09-11,SMS,COMPLAINT,RESOLVED
I0003984,C000996,2026-07-14,CALL,LOAN_QUERY,PENDING
I0003985,C000027,2026-07-29,EMAIL,LOAN_QUERY,ESCALATED
I0003986,C000103,2024-12-31,BRANCH,PAYMENT_REMINDER,PENDING
I0003987,C000878,2025-07-03,APP,PAYMENT_REMINDER,RESOLVED
I0003988,C000980,2024-12-15,APP,LOAN_QUERY,ESCALATED
I0003989,C000927,2026-07-19,CALL,GENERAL_QUERY,ESCALATED
I0003990,C000157,2025-10-24,EMAIL,COLLECTION,PENDING
I0003991,C000443,2025-04-30,EMAIL,PAYMENT_REMINDER,ESCALATED
I0003992,C000236,2026-03-12,BRANCH,GENERAL_QUERY,PENDING
I0003993,C000073,2026-02-07,APP,LOAN_QUERY,RESOLVED
I0003994,C000097,2024-10-26,APP,GENERAL_QUERY,PENDING
I0003995,C000951,2025-09-07,SMS,GENERAL_QUERY,ESCALATED
I0003996,C000728,2024-10-04,BRANCH,GENERAL_QUERY,ESCALATED
I0003997,C000845,2025-02-21,SMS,COLLECTION,PENDING
I0003998,C000755,2025-03-13,APP,GENERAL_QUERY,RESOLVED
I0003999,C000502,2026-02-02,BRANCH,COLLECTION,PENDING
I0004000,C000226,2026-01-03,APP,COMPLAINT,PENDING
I0004001,C000103,2025-11-01,APP,GENERAL_QUERY,RESOLVED
I0004002,C000644,2024-12-29,CALL,COLLECTION,ESCALATED
I0004003,C000274,2024-11-27,BRANCH,LOAN_QUERY,PENDING
I0004004,C000632,2025-05-01,APP,PAYMENT_REMINDER,ESCALATED
I0004005,C000663,2025-09-02,BRANCH,PAYMENT_REMINDER,PENDING
I0004006,C000315,2025-11-21,EMAIL,LOAN_QUERY,PENDING
I0004007,C000249,2026-02-26,APP,GENERAL_QUERY,PENDING
I0004008,C000871,2026-07-01,BRANCH,LOAN_QUERY,ESCALATED
I0004009,C000512,2025-01-05,BRANCH,GENERAL_QUERY,ESCALATED
I0004010,C000950,2026-05-10,EMAIL,LOAN_QUERY,PENDING
I0004011,C000776,2025-03-23,APP,PAYMENT_REMINDER,RESOLVED
I0004012,C000253,2025-02-12,BRANCH,PAYMENT_REMINDER,PENDING
I0004013,C000112,2025-08-27,APP,LOAN_QUERY,PENDING
I0004014,C000836,2026-01-30,SMS,PAYMENT_REMINDER,PENDING
I0004015,C000757,2026-04-06,BRANCH,LOAN_QUERY,RESOLVED
I0004016,C000756,2026-08-01,EMAIL,COLLECTION,RESOLVED
I0004017,C000756,2025-01-15,CALL,GENERAL_QUERY,PENDING
I0004018,C000580,2026-03-08,APP,COMPLAINT,ESCALATED
I0004019,C000322,2024-10-29,APP,GENERAL_QUERY,RESOLVED
I0004020,C000237,2026-09-05,SMS,PAYMENT_REMINDER,ESCALATED
I0004021,C000424,2025-11-30,EMAIL,LOAN_QUERY,PENDING
I0004022,C000095,2026-03-12,SMS,COLLECTION,ESCALATED
I0004023,C000177,2026-03-16,CALL,LOAN_QUERY,RESOLVED
I0004024,C000385,2025-04-13,CALL,COMPLAINT,ESCALATED
I0004025,C000801,2025-05-19,CALL,COMPLAINT,RESOLVED
I0004026,C000565,2024-11-04,CALL,COMPLAINT,ESCALATED
I0004027,C000218,2026-03-27,EMAIL,COMPLAINT,PENDING
I0004028,C000825,2026-09-02,SMS,PAYMENT_REMINDER,PENDING
I0004029,C000185,2025-07-19,EMAIL,COMPLAINT,RESOLVED
I0004030,C000658,2025-09-30,APP,LOAN_QUERY,PENDING
I0004031,C000529,2025-07-23,CALL,PAYMENT_REMINDER,ESCALATED
I0004032,C000084,2026-05-03,BRANCH,COLLECTION,ESCALATED
I0004033,C000704,2026-04-05,EMAIL,PAYMENT_REMINDER,PENDING
I0004034,C000562,2025-08-27,CALL,PAYMENT_REMINDER,RESOLVED
I0004035,C000065,2024-09-25,SMS,PAYMENT_REMINDER,PENDING
I0004036,C000111,2025-07-20,APP,COMPLAINT,ESCALATED
I0004037,C000815,2025-02-16,EMAIL,COLLECTION,RESOLVED
I0004038,C000176,2025-07-29,SMS,COLLECTION,PENDING
I0004039,C000707,2026-01-18,EMAIL,COLLECTION,RESOLVED
I0004040,C000751,2025-03-05,SMS,LOAN_QUERY,PENDING
I0004041,C000186,2026-02-19,CALL,GENERAL_QUERY,RESOLVED
I0004042,C000128,2025-01-03,BRANCH,GENERAL_QUERY,ESCALATED
I0004043,C000002,2026-07-07,CALL,COMPLAINT,ESCALATED
I0004044,C000913,2026-07-18,BRANCH,GENERAL_QUERY,PENDING
I0004045,C000126,2026-05-17,EMAIL,LOAN_QUERY,PENDING
I0004046,C000624,2026-06-05,APP,PAYMENT_REMINDER,PENDING
I0004047,C000089,2025-10-25,CALL,LOAN_QUERY,RESOLVED
I0004048,C000565,2025-08-13,SMS,LOAN_QUERY,RESOLVED
I0004049,C000167,2025-02-18,EMAIL,COMPLAINT,RESOLVED
I0004050,C000393,2024-09-19,BRANCH,GENERAL_QUERY,ESCALATED
I0004051,C000152,2024-12-12,EMAIL,PAYMENT_REMINDER,ESCALATED
I0004052,C000490,2024-11-07,CALL,GENERAL_QUERY,RESOLVED
I0004053,C000484,2025-01-01,CALL,COMPLAINT,RESOLVED
I0004054,C000244,2026-08-03,SMS,COMPLAINT,ESCALATED
I0004055,C000594,2026-05-25,BRANCH,PAYMENT_REMINDER,ESCALATED
I0004056,C000871,2026-06-19,CALL,PAYMENT_REMINDER,RESOLVED
I0004057,C000941,2025-01-11,BRANCH,PAYMENT_REMINDER,PENDING
I0004058,C000317,2024-10-07,EMAIL,PAYMENT_REMINDER,ESCALATED
I0004059,C000977,2026-06-16,APP,COMPLAINT,RESOLVED
I0004060,C000138,2026-07-01,EMAIL,GENERAL_QUERY,RESOLVED
I0004061,C000604,2024-10-24,APP,COMPLAINT,RESOLVED
I0004062,C000271,2026-08-09,CALL,COMPLAINT,RESOLVED
I0004063,C000002,2026-08-06,CALL,PAYMENT_REMINDER,ESCALATED
I0004064,C000884,2026-03-29,APP,GENERAL_QUERY,RESOLVED
I0004065,C000926,2026-02-22,BRANCH,COLLECTION,PENDING
I0004066,C000116,2025-10-23,EMAIL,COMPLAINT,ESCALATED
I0004067,C000043,2025-04-30,BRANCH,PAYMENT_REMINDER,PENDING
I0004068,C000554,2025-10-11,BRANCH,LOAN_QUERY,PENDING
I0004069,C000382,2026-08-30,APP,COLLECTION,PENDING
I0004070,C000114,2025-04-12,SMS,GENERAL_QUERY,ESCALATED
I0004071,C000145,2024-12-23,SMS,PAYMENT_REMINDER,PENDING
I0004072,C000903,2025-07-14,SMS,GENERAL_QUERY,ESCALATED
I0004073,C000018,2026-06-12,BRANCH,PAYMENT_REMINDER,ESCALATED
I0004074,C000967,2025-03-31,BRANCH,LOAN_QUERY,ESCALATED
I0004075,C000492,2026-05-09,SMS,LOAN_QUERY,PENDING
I0004076,C000694,2026-07-23,BRANCH,COMPLAINT,ESCALATED
I0004077,C000357,2025-11-11,EMAIL,COLLECTION,ESCALATED
I0004078,C000079,2025-02-21,CALL,COLLECTION,PENDING
I0004079,C000496,2025-02-21,CALL,PAYMENT_REMINDER,ESCALATED
I0004080,C000302,2026-04-23,EMAIL,GENERAL_QUERY,RESOLVED
I0004081,C000418,2025-02-28,SMS,COMPLAINT,RESOLVED
I0004082,C000605,2025-08-10,CALL,LOAN_QUERY,RESOLVED
I0004083,C000706,2026-07-07,CALL,PAYMENT_REMINDER,ESCALATED
I0004084,C000192,2025-09-01,EMAIL,GENERAL_QUERY,ESCALATED
I0004085,C000268,2026-02-22,CALL,GENERAL_QUERY,ESCALATED
I0004086,C000046,2025-12-07,SMS,COMPLAINT,PENDING
I0004087,C000239,2025-07-08,BRANCH,COLLECTION,RESOLVED
I0004088,C000955,2024-10-03,APP,COLLECTION,RESOLVED
I0004089,C000534,2026-05-22,SMS,COLLECTION,PENDING
I0004090,C000647,2025-10-16,APP,PAYMENT_REMINDER,RESOLVED
I0004091,C000086,2025-01-23,EMAIL,PAYMENT_REMINDER,ESCALATED
I0004092,C000960,2026-09-14,EMAIL,LOAN_QUERY,PENDING
I0004093,C000387,2026-03-06,APP,COLLECTION,RESOLVED
I0004094,C000363,2025-11-09,BRANCH,PAYMENT_REMINDER,ESCALATED
I0004095,C000162,2025-12-30,SMS,PAYMENT_REMINDER,RESOLVED
I0004096,C000213,2025-07-27,APP,GENERAL_QUERY,PENDING
I0004097,C000008,2025-10-08,BRANCH,PAYMENT_REMINDER,PENDING
I0004098,C000568,2026-04-01,SMS,COMPLAINT,RESOLVED
I0004099,C000943,2026-04-13,APP,LOAN_QUERY,RESOLVED
I0004100,C000460,2026-01-24,SMS,GENERAL_QUERY,PENDING
I0004101,C000993,2024-11-21,BRANCH,PAYMENT_REMINDER,PENDING
I0004102,C000500,2026-03-11,CALL,GENERAL_QUERY,ESCALATED
I0004103,C000107,2025-02-23,EMAIL,GENERAL_QUERY,RESOLVED
I0004104,C000693,2025-07-09,CALL,COMPLAINT,PENDING
I0004105,C000714,2024-09-22,EMAIL,COLLECTION,PENDING
I0004106,C000869,2026-07-09,EMAIL,COMPLAINT,PENDING
I0004107,C000080,2025-06-03,SMS,PAYMENT_REMINDER,ESCALATED
I0004108,C000295,2026-01-26,APP,COMPLAINT,RESOLVED
I0004109,C000208,2026-02-23,BRANCH,COMPLAINT,PENDING
I0004110,C000478,2025-03-31,SMS,COMPLAINT,RESOLVED
I0004111,C000434,2025-12-31,EMAIL,COLLECTION,ESCALATED
I0004112,C000487,2026-08-29,EMAIL,COMPLAINT,ESCALATED
I0004113,C000706,2025-04-26,EMAIL,LOAN_QUERY,ESCALATED
I0004114,C000705,2026-08-08,SMS,COMPLAINT,RESOLVED
I0004115,C000284,2025-08-19,BRANCH,LOAN_QUERY,PENDING
