repayment_id,loan_id,customer_id,due_date,payment_date,due_amount,paid_amount,payment_status,dpd
R00018211,L0000790,C000291,2026-07-26,2026-09-24,13766,13766,LATE,60
R00018212,L0000653,C000617,2026-04-03,2026-04-08,21279,21279,LATE,5
R00018213,L0000202,C000632,2025-09-03,2025-10-03,30385,30385,LATE,30
R00018214,L0000805,C000235,2024-05-23,2024-05-23,47649,47649,ON_TIME,0
R00018215,L0001600,C000922,2024-09-03,2024-09-03,8061,8061,ON_TIME,0
R00018216,L0000333,C000143,2025-05-04,2025-05-04,25553,25553,ON_TIME,0
R00018217,L0001356,C000469,2023-10-16,2023-10-21,28082,28082,LATE,5
R00018218,L0001219,C000422,2024-05-12,2024-05-12,14004,14004,ON_TIME,0
R00018219,L0001458,C000568,2024-12-19,2025-01-18,25256,25256,LATE,30
R00018220,L0002412,C000305,2024-12-14,2025-04-13,5439,1359,OVERDUE,120
R00018221,L0000921,C000136,2025-07-23,2025-09-21,37683,37683,LATE,60
R00018222,L0000363,C000863,2025-04-13,2025-05-13,15179,15179,LATE,30
R00018223,L0000535,C000904,2024-11-25,2024-11-25,39413,39413,ON_TIME,0
R00018224,L0000653,C000617,2025-07-04,2025-07-04,46141,46141,ON_TIME,0
R00018225,L0002275,C000545,2025-09-04,2025-09-19,19371,19371,LATE,15
R00018226,L0000571,C000869,2025-09-13,2025-09-13,39874,39874,ON_TIME,0
R00018227,L0000950,C000504,2024-04-23,2024-05-08,14271,14271,LATE,15
R00018228,L0002462,C000745,2023-11-12,2023-11-27,41242,41242,LATE,15
R00018229,L0000610,C000535,2025-03-26,2025-03-26,28556,28556,ON_TIME,0
R00018230,L0002140,C000571,2023-12-26,2024-01-10,39749,39749,LATE,15
R00018231,L0001436,C000461,2025-08-02,2025-08-07,31346,31346,LATE,5
R00018232,L0002038,C000868,2024-02-22,2024-02-22,21430,21430,ON_TIME,0
R00018233,L0001397,C000716,2023-10-29,2023-10-29,15741,15741,ON_TIME,0
R00018234,L0002445,C000570,2025-09-01,2025-10-01,39216,39216,LATE,30
R00018235,L0001670,C000387,2024-07-29,2024-08-03,19161,19161,LATE,5
R00018236,L0001527,C000278,2023-12-20,2024-03-19,46504,23252,OVERDUE,90
R00018237,L0002091,C000035,2025-11-01,2025-11-06,31950,31950,LATE,5
R00018238,L0000098,C000776,2025-09-06,2025-09-06,23098,23098,ON_TIME,0
R00018239,L0001586,C000295,2024-03-25,2024-03-25,12115,12115,ON_TIME,0
R00018240,L0000477,C000020,2025-03-31,2025-03-31,42652,42652,ON_TIME,0
R00018241,L0001733,C000143,2025-05-05,2025-05-05,19555,19555,ON_TIME,0
R00018242,L0000850,C000837,2024-10-30,2024-11-29,27454,27454,LATE,30
R00018243,L0000916,C000866,2026-06-26,2026-07-01,11284,11284,LATE,5
R00018244,L0000019,C000281,2025-10-02,2025-10-07,29056,29056,LATE,5
R00018245,L0000733,C000698,2025-12-20,2025-12-20,40933,40933,ON_TIME,0
R00018246,L0001782,C000842,2026-06-09,2026-07-09,32888,32888,LATE,30
R00018247,L0001927,C000553,2024-09-08,2024-09-08,41596,41596,ON_TIME,0
R00018248,L0002085,C000832,2025-10-03,2025-11-02,7095,7095,LATE,30
R00018249,L0001378,C000943,2026-07-15,2026-07-30,28855,28855,LATE,15
R00018250,L0001273,C000420,2023-12-21,2023-12-21,34120,34120,ON_TIME,0
R00018251,L0000768,C000637,2024-08-18,2024-08-18,48847,48847,ON_TIME,0
R00018252,L0002416,C000583,2024-02-15,2024-02-15,5015,5015,ON_TIME,0
R00018253,L0001634,C000599,2025-10-12,2025-10-12,7189,7189,ON_TIME,0
R00018254,L0001812,C000375,2025-01-23,2025-03-24,39294,39294,LATE,60
R00018255,L0001359,C000475,2025-01-05,2025-01-05,28327,28327,ON_TIME,0
R00018256,L0000811,C000947,2024-09-05,2024-09-05,45814,45814,ON_TIME,0
R00018257,L0000659,C000544,2025-12-18,2025-12-18,13725,13725,ON_TIME,0
R00018258,L0002084,C000009,2023-10-11,2023-10-11,3631,3631,ON_TIME,0
R00018259,L0001429,C000431,2024-07-01,2024-07-06,18381,18381,LATE,5
R00018260,L0001209,C000350,2025-08-04,2025-08-09,30186,30186,LATE,5
R00018261,L0002009,C000856,2024-12-20,2024-12-20,10568,10568,ON_TIME,0
R00018262,L0002471,C000920,2024-01-08,2024-01-08,12928,12928,ON_TIME,0
R00018263,L0000446,C000211,2024-12-28,2024-12-28,24522,24522,ON_TIME,0
R00018264,L0000070,C000737,2025-11-06,2025-11-06,11241,11241,ON_TIME,0
R00018265,L0001818,C000906,2025-02-01,2025-02-01,22368,22368,ON_TIME,0
R00018266,L0000371,C000327,2025-08-30,2025-08-30,19034,19034,ON_TIME,0
R00018267,L0000197,C000217,2026-07-26,2026-11-23,44901,22450,OVERDUE,120
R00018268,L0002020,C000125,2024-06-24,2024-06-24,43508,43508,ON_TIME,0
R00018269,L0001002,C000479,2025-05-04,2025-05-09,11690,11690,LATE,5
R00018270,L0002005,C000209,2023-12-03,2023-12-18,3519,3519,LATE,15
R00018271,L0000321,C000541,2024-05-25,2024-05-25,18896,18896,ON_TIME,0
R00018272,L0001517,C000583,2026-02-07,2026-06-07,44382,0,OVERDUE,120
R00018273,L0001625,C000037,2024-06-11,2024-06-16,8940,8940,LATE,5
R00018274,L0002496,C000196,2025-02-14,2025-02-14,14399,14399,ON_TIME,0
R00018275,L0001619,C000314,2024-10-24,2024-10-29,28392,28392,LATE,5
R00018276,L0001784,C000781,2025-05-21,2025-05-21,24815,24815,ON_TIME,0
R00018277,L0001400,C000456,2026-08-16,2026-08-16,47517,47517,ON_TIME,0
R00018278,L0000929,C000377,2025-12-15,2025-12-15,31140,31140,ON_TIME,0
R00018279,L0001688,C000623,2025-06-03,2025-06-18,22938,22938,LATE,15
R00018280,L0000981,C000276,2024-05-03,2024-05-03,42202,42202,ON_TIME,0
R00018281,L0001101,C000608,2025-08-17,2025-08-22,29644,29644,LATE,5
R00018282,L0001359,C000475,2024-07-01,2024-07-01,41450,41450,ON_TIME,0
R00018283,L0002324,C000226,2026-01-26,2026-04-26,3711,1855,OVERDUE,90
R00018284,L0000042,C000045,2025-11-26,2025-12-01,13583,13583,LATE,5
R00018285,L0001645,C000486,2024-12-26,2024-12-26,35504,35504,ON_TIME,0
R00018286,L0000970,C000055,2023-11-26,2024-01-25,33593,33593,LATE,60
R00018287,L0002226,C000359,2025-08-14,2025-08-14,34181,34181,ON_TIME,0
R00018288,L0000132,C000229,2025-06-25,2025-06-25,49796,49796,ON_TIME,0
R00018289,L0001234,C000944,2025-07-13,2025-07-18,14556,14556,LATE,5
R00018290,L0001987,C000888,2024-10-10,2024-10-25,8509,8509,LATE,15
R00018291,L0000567,C000799,2024-04-15,2024-04-15,14876,14876,ON_TIME,0
R00018292,L0002057,C000732,2023-10-02,2023-11-01,28564,28564,LATE,30
R00018293,L0001672,C000983,2025-08-08,2025-08-08,17488,17488,ON_TIME,0
R00018294,L0000666,C000260,2026-06-26,2026-07-26,35436,35436,LATE,30
R00018295,L0001596,C000215,2025-04-25,2025-04-25,25999,25999,ON_TIME,0
R00018296,L0000476,C000684,2026-08-13,2026-11-11,39847,19923,OVERDUE,90
R00018297,L0000309,C000090,2024-08-03,2024-08-03,4561,4561,ON_TIME,0
R00018298,L0000109,C000155,2024-04-27,2024-05-02,40206,40206,LATE,5
R00018299,L0000377,C000574,2025-09-28,2025-10-28,3398,3398,LATE,30
R00018300,L0001544,C000109,2023-12-31,2023-12-31,39703,39703,ON_TIME,0
R00018301,L0001467,C000556,2024-08-02,2024-08-17,37859,37859,LATE,15
R00018302,L0000043,C000668,2025-02-23,2025-02-23,39102,39102,ON_TIME,0
R00018303,L0000465,C000221,2024-08-05,2024-08-05,32959,32959,ON_TIME,0
R00018304,L0001537,C000293,2026-01-16,2026-01-16,18898,18898,ON_TIME,0
R00018305,L0000633,C000655,2025-05-31,2025-05-31,5856,5856,ON_TIME,0
R00018306,L0002197,C000141,2025-09-25,2025-09-25,45048,45048,ON_TIME,0
R00018307,L0001248,C000157,2025-06-26,2025-06-26,45226,45226,ON_TIME,0
R00018308,L0001866,C000520,2026-08-26,2026-08-26,29780,29780,ON_TIME,0
R00018309,L0002053,C000190,2024-04-18,2024-04-18,42264,42264,ON_TIME,0
R00018310,L0001381,C000560,2025-03-26,2025-03-26,27231,27231,ON_TIME,0
R00018311,L0000246,C000274,2026-04-11,2026-04-26,36591,36591,LATE,15
R00018312,L0001523,C000278,2024-03-29,2024-03-29,22585,22585,ON_TIME,0
R00018313,L0001048,C000433,2024-08-20,2024-08-20,3683,3683,ON_TIME,0
R00018314,L0001290,C000685,2025-12-16,2025-12-16,8586,8586,ON_TIME,0
R00018315,L0001783,C000001,2025-07-17,2025-07-17,32186,32186,ON_TIME,0
R00018316,L0000279,C000005,2025-11-07,2025-11-22,33715,33715,LATE,15
R00018317,L0002399,C000050,2025-09-24,2025-09-29,4436,4436,LATE,5
R00018318,L0002168,C000654,2026-04-17,2026-04-17,45992,45992,ON_TIME,0
R00018319,L0000248,C000711,2023-12-06,2023-12-06,34739,34739,ON_TIME,0
R00018320,L0001391,C000575,2025-06-09,2025-06-09,49115,49115,ON_TIME,0
R00018321,L0001053,C000036,2026-07-26,2026-07-31,47509,47509,LATE,5
R00018322,L0002286,C000657,2026-08-30,2026-09-29,24339,24339,LATE,30
R00018323,L0002162,C000630,2023-11-02,2023-11-02,18495,18495,ON_TIME,0
R00018324,L0001450,C000870,2024-10-29,2025-01-27,39846,9961,OVERDUE,90
R00018325,L0000464,C000120,2025-11-28,2025-12-03,5527,5527,LATE,5
R00018326,L0002442,C000371,2025-12-07,2025-12-07,32313,32313,ON_TIME,0
R00018327,L0002155,C000095,2025-05-20,2025-06-04,34349,34349,LATE,15
R00018328,L0001110,C000231,2026-03-23,2026-03-23,35672,35672,ON_TIME,0
R00018329,L0000783,C000475,2026-08-07,2026-08-07,4000,4000,ON_TIME,0
R00018330,L0001421,C000600,2024-09-14,2024-09-14,7924,7924,ON_TIME,0
R00018331,L0000738,C000555,2024-06-16,2024-06-16,14694,14694,ON_TIME,0
R00018332,L0001155,C000493,2023-12-15,2023-12-15,47450,47450,ON_TIME,0
R00018333,L0000634,C000525,2026-08-29,2026-08-29,46944,46944,ON_TIME,0
R00018334,L0001852,C000563,2025-02-17,2025-02-22,42005,42005,LATE,5
R00018335,L0000315,C000108,2025-04-14,2025-06-13,43659,43659,LATE,60
R00018336,L0002318,C000344,2024-09-16,2024-09-16,2521,2521,ON_TIME,0
R00018337,L0001665,C000945,2024-10-24,2024-11-23,10736,10736,LATE,30
R00018338,L0001289,C000547,2023-09-26,2023-12-25,11244,0,OVERDUE,90
R00018339,L0001087,C000751,2025-03-08,2025-03-08,47647,47647,ON_TIME,0
R00018340,L0002420,C000651,2023-10-26,2023-11-25,38149,38149,LATE,30
R00018341,L0000778,C000474,2026-08-19,2026-12-17,25872,12936,OVERDUE,120
R00018342,L0002106,C000268,2025-12-10,2025-12-10,47633,47633,ON_TIME,0
R00018343,L0002287,C000358,2026-04-12,2026-06-11,14450,14450,LATE,60
R00018344,L0000946,C000525,2024-04-28,2024-07-27,19009,9504,OVERDUE,90
R00018345,L0001785,C000271,2025-09-22,2025-09-22,6388,6388,ON_TIME,0
R00018346,L0001606,C000087,2024-07-23,2024-07-28,21553,21553,LATE,5
R00018347,L0000936,C000645,2026-03-02,2026-04-01,8111,8111,LATE,30
R00018348,L0000107,C000087,2025-06-27,2025-06-27,20659,20659,ON_TIME,0
R00018349,L0001064,C000795,2024-01-25,2024-01-25,20524,20524,ON_TIME,0
R00018350,L0000915,C000785,2025-02-06,2025-02-06,22633,22633,ON_TIME,0
R00018351,L0000704,C000916,2026-03-31,2026-04-30,33872,33872,LATE,30
R00018352,L0001966,C000567,2025-08-15,2025-08-15,47991,47991,ON_TIME,0
R00018353,L0000853,C000964,2025-07-14,2025-07-14,48417,48417,ON_TIME,0
R00018354,L0000488,C000158,2024-10-20,2024-10-25,9143,9143,LATE,5
R00018355,L0001094,C000008,2023-09-30,2023-09-30,29509,29509,ON_TIME,0
R00018356,L0000525,C000538,2025-01-17,2025-01-17,14444,14444,ON_TIME,0
R00018357,L0000965,C000233,2024-07-11,2024-08-10,13634,13634,LATE,30
R00018358,L0001575,C000285,2026-08-11,2026-08-11,11806,11806,ON_TIME,0
R00018359,L0001971,C000120,2026-07-02,2026-07-02,40089,40089,ON_TIME,0
R00018360,L0001497,C000647,2025-01-28,2025-01-28,12082,12082,ON_TIME,0
R00018361,L0002310,C000400,2025-06-17,2025-06-17,33044,33044,ON_TIME,0
R00018362,L0002251,C000665,2025-08-16,2025-09-15,47893,47893,LATE,30
R00018363,L0001178,C000716,2023-12-15,2023-12-15,9480,9480,ON_TIME,0
R00018364,L0000299,C000309,2025-09-21,2025-09-21,5179,5179,ON_TIME,0
R00018365,L0001461,C000115,2025-11-02,2025-11-02,43723,43723,ON_TIME,0
R00018366,L0001685,C000902,2026-03-29,2026-04-13,48385,48385,LATE,15
R00018367,L0000887,C000543,2025-09-05,2025-09-05,23769,23769,ON_TIME,0
R00018368,L0001817,C000096,2025-11-01,2025-12-31,36125,36125,LATE,60
R00018369,L0000915,C000785,2025-02-24,2025-06-24,10112,2528,OVERDUE,120
R00018370,L0001969,C000781,2025-03-04,2025-03-04,15783,15783,ON_TIME,0
R00018371,L0000885,C000044,2024-10-16,2024-10-16,27625,27625,ON_TIME,0
R00018372,L0000625,C000040,2024-05-20,2024-05-25,34138,34138,LATE,5
R00018373,L0000291,C000813,2025-07-25,2025-08-24,19217,19217,LATE,30
R00018374,L0000451,C000343,2024-01-14,2024-01-14,13931,13931,ON_TIME,0
R00018375,L0001776,C000279,2026-03-16,2026-03-16,49081,49081,ON_TIME,0
R00018376,L0000393,C000533,2026-09-15,2026-09-30,45777,45777,LATE,15
R00018377,L0000323,C000791,2023-10-29,2024-01-27,22966,0,OVERDUE,90
R00018378,L0001117,C000131,2024-09-25,2024-11-24,38141,38141,LATE,60
R00018379,L0000208,C000961,2025-12-13,2026-03-13,39924,0,OVERDUE,90
R00018380,L0001034,C000864,2024-10-24,2024-10-24,35055,35055,ON_TIME,0
R00018381,L0001133,C000539,2024-05-02,2024-05-02,40696,40696,ON_TIME,0
R00018382,L0000911,C000683,2024-06-24,2024-06-24,6950,6950,ON_TIME,0
R00018383,L0000303,C000199,2025-09-26,2025-10-11,15557,15557,LATE,15
R00018384,L0001955,C000584,2024-08-08,2024-09-07,4000,4000,LATE,30
R00018385,L0000782,C000850,2025-06-03,2025-06-03,23096,23096,ON_TIME,0
R00018386,L0000305,C000494,2024-04-06,2024-04-21,4721,4721,LATE,15
R00018387,L0002148,C000695,2025-08-24,2025-08-24,35702,35702,ON_TIME,0
R00018388,L0001756,C000518,2024-08-02,2024-08-02,3053,3053,ON_TIME,0
R00018389,L0001411,C000229,2024-06-23,2024-06-23,42594,42594,ON_TIME,0
R00018390,L0001723,C000998,2023-12-18,2023-12-18,4285,4285,ON_TIME,0
R00018391,L0000392,C000525,2024-06-16,2024-06-16,35020,35020,ON_TIME,0
R00018392,L0001374,C000880,2024-06-15,2024-06-15,19982,19982,ON_TIME,0
R00018393,L0000906,C000578,2026-06-12,2026-06-12,11058,11058,ON_TIME,0
R00018394,L0000584,C000528,2024-05-02,2024-05-07,9656,9656,LATE,5
R00018395,L0002275,C000545,2025-10-04,2025-10-09,46167,46167,LATE,5
R00018396,L0001724,C000475,2024-02-24,2024-02-29,11561,11561,LATE,5
R00018397,L0000967,C000065,2024-02-29,2024-02-29,24013,24013,ON_TIME,0
R00018398,L0001497,C000647,2024-01-11,2024-01-11,27142,27142,ON_TIME,0
R00018399,L0001462,C000192,2025-09-08,2025-09-08,49230,49230,ON_TIME,0
R00018400,L0000414,C000773,2025-04-15,2025-04-15,26865,26865,ON_TIME,0
R00018401,L0002104,C000850,2026-06-24,2026-08-23,4595,4595,LATE,60
R00018402,L0000743,C000053,2025-10-17,2025-10-22,12120,12120,LATE,5
R00018403,L0001712,C000957,2025-07-09,2025-07-09,29862,29862,ON_TIME,0
R00018404,L0001782,C000842,2026-04-16,2026-04-16,49828,49828,ON_TIME,0
R00018405,L0002020,C000125,2024-03-22,2024-04-06,37048,37048,LATE,15
R00018406,L0002369,C000971,2025-10-20,2025-12-19,29472,29472,LATE,60
R00018407,L0001284,C000355,2024-02-29,2024-03-15,25696,25696,LATE,15
R00018408,L0001545,C000966,2025-07-05,2025-07-20,8264,8264,LATE,15
R00018409,L0002115,C000824,2024-05-29,2024-05-29,5627,5627,ON_TIME,0
R00018410,L0002418,C000410,2023-12-14,2024-04-12,28753,14376,OVERDUE,120
R00018411,L0001877,C000521,2024-12-17,2025-01-16,24846,24846,LATE,30
R00018412,L0002154,C000172,2024-05-18,2024-07-17,12350,12350,LATE,60
R00018413,L0000624,C000723,2026-05-02,2026-07-01,8908,8908,LATE,60
R00018414,L0000671,C000234,2026-01-07,2026-01-07,41104,41104,ON_TIME,0
R00018415,L0001782,C000842,2025-04-16,2025-05-01,15896,15896,LATE,15
R00018416,L0001748,C000488,2024-03-12,2024-03-12,9203,9203,ON_TIME,0
R00018417,L0001576,C000256,2024-12-08,2024-12-08,27600,27600,ON_TIME,0
R00018418,L0000844,C000735,2024-11-06,2024-11-06,38278,38278,ON_TIME,0
R00018419,L0002102,C000599,2026-01-22,2026-01-27,42198,42198,LATE,5
R00018420,L0001564,C000529,2025-06-05,2025-06-05,8852,8852,ON_TIME,0
R00018421,L0001704,C000652,2026-03-01,2026-03-01,6761,6761,ON_TIME,0
R00018422,L0001632,C000059,2026-01-23,2026-01-23,10547,10547,ON_TIME,0
R00018423,L0001310,C000721,2024-09-12,2024-09-17,43411,43411,LATE,5
R00018424,L0000196,C000869,2023-11-06,2023-11-06,36056,36056,ON_TIME,0
R00018425,L0002483,C000431,2025-04-21,2025-04-21,19696,19696,ON_TIME,0
R00018426,L0002282,C000983,2024-06-15,2024-06-15,15921,15921,ON_TIME,0
R00018427,L0001581,C000088,2024-02-24,2024-02-29,45932,45932,LATE,5
R00018428,L0001047,C000172,2025-07-07,2025-07-07,13856,13856,ON_TIME,0
R00018429,L0001198,C000737,2026-03-03,2026-03-03,42632,42632,ON_TIME,0
R00018430,L0000203,C000196,2023-09-29,2023-09-29,47147,47147,ON_TIME,0
R00018431,L0002094,C000579,2024-08-04,2024-09-03,21005,21005,LATE,30
R00018432,L0000970,C000055,2026-03-13,2026-06-11,4823,2411,OVERDUE,90
R00018433,L0001138,C000916,2024-06-21,2024-06-21,19119,19119,ON_TIME,0
R00018434,L0001647,C000199,2024-07-03,2024-07-03,24013,24013,ON_TIME,0
R00018435,L0000793,C000333,2023-11-01,2023-11-06,43429,43429,LATE,5
R00018436,L0002032,C000113,2024-06-22,2024-07-07,4876,4876,LATE,15
R00018437,L0002461,C000320,2025-06-19,2025-06-19,5296,5296,ON_TIME,0
R00018438,L0000509,C000301,2026-02-16,2026-02-16,39979,39979,ON_TIME,0
R00018439,L0000095,C000157,2026-01-17,2026-02-01,33133,33133,LATE,15
R00018440,L0000670,C000687,2023-10-08,2023-10-08,37381,37381,ON_TIME,0
R00018441,L0000914,C000737,2024-02-12,2024-05-12,39913,19956,OVERDUE,90
R00018442,L0000750,C000301,2024-11-03,2024-11-03,43975,43975,ON_TIME,0
R00018443,L0001039,C000307,2024-06-29,2024-07-29,21957,21957,LATE,30
R00018444,L0001979,C000809,2026-08-06,2026-08-21,2072,2072,LATE,15
R00018445,L0000953,C000838,2025-05-26,2025-05-26,11572,11572,ON_TIME,0
R00018446,L0001411,C000229,2024-11-07,2024-11-22,39996,39996,LATE,15
R00018447,L0000529,C000911,2025-10-25,2025-11-09,4290,4290,LATE,15
R00018448,L0001177,C000755,2024-01-15,2024-01-20,25972,25972,LATE,5
R00018449,L0001994,C000289,2023-12-20,2023-12-25,5176,5176,LATE,5
R00018450,L0001295,C000457,2025-07-04,2025-07-04,44189,44189,ON_TIME,0
R00018451,L0002124,C000652,2026-01-12,2026-01-12,39072,39072,ON_TIME,0
R00018452,L0000675,C000390,2023-10-26,2023-10-26,42468,42468,ON_TIME,0
R00018453,L0001936,C000028,2024-01-05,2024-01-05,2058,2058,ON_TIME,0
R00018454,L0000755,C000635,2025-08-16,2025-08-31,34574,34574,LATE,15
R00018455,L0001066,C000915,2025-09-07,2025-09-07,14713,14713,ON_TIME,0
R00018456,L0001352,C000102,2023-10-17,2023-10-17,34962,34962,ON_TIME,0
R00018457,L0000356,C000835,2024-08-17,2024-09-16,23608,23608,LATE,30
R00018458,L0001408,C000234,2024-01-19,2024-01-19,12668,12668,ON_TIME,0
R00018459,L0002415,C000734,2025-05-30,2025-08-28,16444,0,OVERDUE,90
R00018460,L0000520,C000244,2024-07-14,2024-07-14,27387,27387,ON_TIME,0
R00018461,L0001216,C000189,2025-08-09,2025-08-24,32470,32470,LATE,15
R00018462,L0002410,C000654,2023-11-17,2023-11-17,24653,24653,ON_TIME,0
R00018463,L0000512,C000346,2025-03-01,2025-03-01,34321,34321,ON_TIME,0
R00018464,L0000673,C000218,2026-08-16,2026-08-21,25161,25161,LATE,5
R00018465,L0000196,C000869,2023-10-03,2023-10-03,22157,22157,ON_TIME,0
R00018466,L0001816,C000972,2023-11-07,2023-11-07,11450,11450,ON_TIME,0
R00018467,L0000351,C000690,2024-12-12,2025-03-12,47623,11905,OVERDUE,90
R00018468,L0000960,C000103,2026-03-11,2026-03-16,8812,8812,LATE,5
R00018469,L0000155,C000125,2024-07-21,2024-08-05,11400,11400,LATE,15
R00018470,L0000518,C000722,2024-08-06,2024-08-06,18291,18291,ON_TIME,0
R00018471,L0001881,C000125,2024-06-29,2024-06-29,25428,25428,ON_TIME,0
R00018472,L0001415,C000510,2025-06-19,2025-06-19,38739,38739,ON_TIME,0
R00018473,L0000873,C000233,2025-08-29,2025-08-29,19042,19042,ON_TIME,0
R00018474,L0000612,C000927,2024-06-28,2024-07-13,47216,47216,LATE,15
R00018475,L0001691,C000725,2024-10-15,2024-10-15,7175,7175,ON_TIME,0
R00018476,L0000919,C000670,2024-11-24,2024-11-24,33865,33865,ON_TIME,0
R00018477,L0002053,C000190,2025-04-24,2025-04-24,10987,10987,ON_TIME,0
R00018478,L0001321,C000885,2026-03-02,2026-03-02,46022,46022,ON_TIME,0
R00018479,L0000212,C000984,2024-08-29,2024-09-28,7787,7787,LATE,30
R00018480,L0000913,C000643,2024-03-10,2024-03-25,23368,23368,LATE,15
R00018481,L0002120,C000859,2025-08-01,2025-08-01,19796,19796,ON_TIME,0
R00018482,L0000166,C000621,2024-05-22,2024-05-22,35703,35703,ON_TIME,0
R00018483,L0001728,C000548,2026-02-07,2026-02-22,3008,3008,LATE,15
R00018484,L0000296,C000662,2024-11-22,2024-11-22,21573,21573,ON_TIME,0
R00018485,L0000938,C000537,2025-08-06,2025-08-21,47753,47753,LATE,15
R00018486,L0001222,C000182,2025-07-21,2025-07-21,46478,46478,ON_TIME,0
R00018487,L0001777,C000945,2024-09-26,2024-10-01,27485,27485,LATE,5
R00018488,L0000436,C000117,2026-01-26,2026-02-25,8134,8134,LATE,30
R00018489,L0001006,C000707,2023-09-25,2023-11-24,34424,34424,LATE,60
R00018490,L0001910,C000185,2026-01-02,2026-01-02,33590,33590,ON_TIME,0
R00018491,L0000467,C000479,2024-08-27,2024-08-27,40047,40047,ON_TIME,0
R00018492,L0002395,C000902,2026-02-07,2026-03-09,34094,34094,LATE,30
R00018493,L0000085,C000021,2023-11-06,2023-11-06,42621,42621,ON_TIME,0
R00018494,L0002201,C000397,2025-05-26,2025-05-31,23945,23945,LATE,5
R00018495,L0000955,C000850,2025-02-03,2025-05-04,48239,12059,OVERDUE,90
R00018496,L0001156,C000932,2024-10-25,2024-10-30,27805,27805,LATE,5
R00018497,L0001538,C000988,2023-12-20,2023-12-20,14471,14471,ON_TIME,0
R00018498,L0000426,C000212,2024-05-16,2024-06-15,13268,13268,LATE,30
R00018499,L0001204,C000007,2025-03-13,2025-03-13,4603,4603,ON_TIME,0
R00018500,L0001107,C000411,2026-04-30,2026-04-30,13666,13666,ON_TIME,0
R00018501,L0001718,C000715,2026-04-25,2026-07-24,21553,0,OVERDUE,90
R00018502,L0000956,C000641,2026-01-18,2026-01-18,3343,3343,ON_TIME,0
R00018503,L0000954,C000257,2025-02-02,2025-02-02,6936,6936,ON_TIME,0
R00018504,L0001385,C000210,2024-03-03,2024-03-03,24441,24441,ON_TIME,0
R00018505,L0001025,C000442,2026-09-06,2026-12-05,48380,24190,OVERDUE,90
R00018506,L0000166,C000621,2026-04-11,2026-06-10,15450,15450,LATE,60
R00018507,L0001151,C000499,2024-08-22,2024-10-21,22341,22341,LATE,60
R00018508,L0000804,C000358,2026-04-13,2026-04-13,6544,6544,ON_TIME,0
R00018509,L0002150,C000286,2024-08-31,2024-08-31,25897,25897,ON_TIME,0
R00018510,L0000353,C000680,2024-04-01,2024-05-01,7556,7556,LATE,30
R00018511,L0002117,C000745,2025-09-03,2025-09-03,3037,3037,ON_TIME,0
R00018512,L0000261,C000426,2026-09-09,2026-09-09,7434,7434,ON_TIME,0
R00018513,L0000336,C000966,2024-05-19,2024-07-18,36661,36661,LATE,60
R00018514,L0000122,C000129,2025-10-22,2026-02-19,37136,9284,OVERDUE,120
R00018515,L0001849,C000174,2024-06-22,2024-06-22,30746,30746,ON_TIME,0
R00018516,L0000560,C000491,2026-01-04,2026-01-04,21232,21232,ON_TIME,0
R00018517,L0001002,C000479,2024-01-30,2024-01-30,41993,41993,ON_TIME,0
R00018518,L0002396,C000850,2024-05-22,2024-08-20,34872,17436,OVERDUE,90
R00018519,L0001991,C000010,2026-02-22,2026-02-22,17864,17864,ON_TIME,0
R00018520,L0002025,C000175,2024-03-18,2024-03-18,11876,11876,ON_TIME,0
R00018521,L0002456,C000580,2025-05-11,2025-05-11,20496,20496,ON_TIME,0
R00018522,L0000872,C000180,2024-08-27,2024-08-27,8200,8200,ON_TIME,0
R00018523,L0001525,C000368,2025-03-10,2025-03-10,25243,25243,ON_TIME,0
R00018524,L0000097,C000185,2026-06-26,2026-06-26,40163,40163,ON_TIME,0
R00018525,L0002190,C000108,2023-11-30,2024-01-29,45238,45238,LATE,60
R00018526,L0000005,C000773,2024-12-23,2024-12-28,47075,47075,LATE,5
R00018527,L0000077,C000470,2026-02-07,2026-02-07,4177,4177,ON_TIME,0
R00018528,L0001692,C000818,2025-07-14,2025-07-14,21943,21943,ON_TIME,0
R00018529,L0002028,C000075,2023-12-18,2023-12-18,35761,35761,ON_TIME,0
R00018530,L0002340,C000059,2024-03-29,2024-03-29,5725,5725,ON_TIME,0
R00018531,L0001862,C000811,2025-07-16,2025-07-31,48233,48233,LATE,15
R00018532,L0000165,C000535,2025-06-30,2025-06-30,47708,47708,ON_TIME,0
R00018533,L0001242,C000451,2025-08-20,2025-09-19,42726,42726,LATE,30
R00018534,L0001219,C000422,2025-05-22,2025-05-22,27554,27554,ON_TIME,0
R00018535,L0001202,C000531,2026-06-16,2026-06-16,17152,17152,ON_TIME,0
R00018536,L0002291,C000767,2025-02-12,2025-02-12,47208,47208,ON_TIME,0
R00018537,L0000844,C000735,2024-06-09,2024-06-24,20362,20362,LATE,15
R00018538,L0001968,C000207,2025-08-21,2025-08-21,3888,3888,ON_TIME,0
R00018539,L0002274,C000535,2024-06-01,2024-06-01,35898,35898,ON_TIME,0
R00018540,L0001048,C000433,2026-01-23,2026-02-07,17581,17581,LATE,15
R00018541,L0000269,C000332,2026-06-14,2026-06-14,19354,19354,ON_TIME,0
R00018542,L0001784,C000781,2024-12-31,2025-01-05,42909,42909,LATE,5
R00018543,L0001937,C000795,2025-03-22,2025-03-22,39438,39438,ON_TIME,0
