credit_id,customer_id,credit_score,total_accounts,active_accounts,overdue_accounts,credit_utilization,record_date
CR0001442,C000468,578,10,6,4,0.22,2024-12-14
CR0001443,C000053,775,8,1,0,0.84,2025-07-11
CR0001444,C000084,879,11,5,1,0.56,2025-04-24
CR0001445,C000434,689,4,5,1,0.09,2025-09-05
CR0001446,C000242,679,10,7,5,0.06,2025-12-26
CR0001447,C000541,676,6,1,1,0.53,2026-04-10
CR0001448,C000785,773,7,10,1,0.43,2025-05-16
CR0001449,C000943,540,2,5,4,0.31,2026-03-03
CR0001450,C000950,837,10,8,4,0.74,2026-07-01
CR0001451,C000112,702,6,4,3,0.64,2025-08-26
CR0001452,C000973,553,5,5,2,0.84,2025-03-10
CR0001453,C000486,599,12,3,2,0.69,2025-11-20
CR0001454,C000580,374,13,4,4,0.16,2025-07-29
CR0001455,C000619,883,15,9,4,0.27,2025-04-29
CR0001456,C000726,548,14,4,2,0.57,2026-07-12
CR0001457,C000185,591,4,9,2,0.84,2025-08-14
CR0001458,C000414,570,1,8,5,0.8,2025-02-09
CR0001459,C000259,874,3,2,1,0.09,2026-07-13
CR0001460,C000833,636,9,6,1,0.59,2024-11-09
CR0001461,C000933,788,12,3,4,0.65,2026-08-11
CR0001462,C001000,845,11,8,4,0.82,2026-07-01
CR0001463,C000407,576,2,3,1,0.14,2026-06-01
CR0001464,C000075,308,15,9,3,0.17,2025-09-20
CR0001465,C000013,477,2,7,0,0.48,2026-09-15
CR0001466,C000612,608,15,8,2,0.22,2026-02-25
CR0001467,C000344,722,6,5,3,0.77,2025-06-28
CR0001468,C000842,435,14,2,0,0.27,2025-02-02
CR0001469,C000728,343,5,4,4,0.44,2024-09-25
CR0001470,C000483,611,7,1,1,0.7,2026-02-21
CR0001471,C000861,528,10,0,0,0.18,2025-10-02
CR0001472,C000638,664,2,2,0,0.23,2026-02-20
CR0001473,C000498,772,6,6,2,0.53,2024-12-06
CR0001474,C000379,701,4,5,4,0.35,2025-07-20
CR0001475,C000486,782,1,8,3,0.92,2025-08-22
CR0001476,C000150,380,15,9,4,0.25,2025-10-26
CR0001477,C000512,370,5,5,4,0.32,2026-02-09
CR0001478,C000048,565,12,5,3,0.4,2026-02-23
CR0001479,C000692,386,2,3,4,0.55,2024-11-21
CR0001480,C000358,349,15,3,2,0.85,2024-12-17
CR0001481,C000802,495,14,6,1,0.89,2025-01-05
CR0001482,C000065,438,1,3,1,0.33,2025-07-19
CR0001483,C000459,599,3,4,3,0.24,2025-07-24
CR0001484,C000558,410,1,4,1,0.65,2026-03-09
CR0001485,C000327,893,7,8,5,0.67,2025-12-18
CR0001486,C000267,705,13,8,0,0.08,2024-12-04
CR0001487,C000009,621,12,2,4,0.82,2026-04-14
CR0001488,C000261,690,13,9,0,0.19,2026-09-04
CR0001489,C000511,391,11,10,3,0.44,2026-08-10
CR0001490,C000750,592,2,7,2,0.22,2025-01-25
CR0001491,C000221,338,5,3,2,0.1,2024-11-05
CR0001492,C000401,533,9,5,0,0.2,2025-06-25
CR0001493,C000064,872,10,4,3,0.4,2025-02-17
CR0001494,C000115,485,8,5,5,0.83,2025-06-06
CR0001495,C000380,463,4,3,1,0.52,2025-02-18
CR0001496,C000803,456,10,3,0,0.17,2025-12-22
CR0001497,C000559,437,6,6,4,0.94,2026-07-03
CR0001498,C000943,520,4,0,1,0.07,2025-07-27
CR0001499,C000993,502,5,6,3,0.45,2024-12-20
CR0001500,C000392,425,11,6,3,0.38,2025-03-15
CR0001501,C000287,310,8,6,1,0.75,2026-06-28
CR0001502,C000618,655,13,5,1,0.86,2025-08-11
CR0001503,C000912,358,3,4,5,0.38,2026-04-02
CR0001504,C000787,357,2,2,1,0.71,2025-10-08
CR0001505,C000846,869,13,4,3,0.2,2025-04-20
CR0001506,C000688,329,4,4,5,0.88,2026-05-03
CR0001507,C000718,434,1,2,4,0.32,2026-03-24
CR0001508,C000238,369,13,9,5,0.77,2026-05-03
CR0001509,C000592,316,2,7,5,0.2,2025-12-11
CR0001510,C000778,467,11,2,2,0.1,2025-12-21
CR0001511,C000533,682,1,7,5,0.42,2025-04-16
CR0001512,C000443,565,11,8,3,0.71,2026-04-26
CR0001513,C000286,404,14,7,5,0.62,2026-05-22
CR0001514,C000218,807,6,4,3,0.15,2026-05-31
CR0001515,C000213,487,15,4,0,0.4,2026-01-29
CR0001516,C000503,854,4,8,3,0.19,2025-07-23
CR0001517,C000351,780,11,2,2,0.51,2025-06-19
CR0001518,C000631,365,3,2,2,0.59,2025-09-20
CR0001519,C000752,898,13,5,3,0.4,2026-02-15
CR0001520,C000356,846,5,4,4,0.7,2025-12-28
CR0001521,C000398,450,4,7,1,0.61,2025-07-27
CR0001522,C000943,762,10,1,1,0.14,2025-09-27
CR0001523,C000274,386,2,0,0,0.53,2025-10-18
CR0001524,C000622,825,1,3,5,0.36,2025-04-20
CR0001525,C000931,866,7,9,0,0.65,2025-01-08
CR0001526,C000527,375,8,0,3,0.31,2026-05-05
CR0001527,C000743,336,13,10,1,0.59,2025-09-04
CR0001528,C000749,660,2,9,4,0.61,2024-12-08
CR0001529,C000009,663,3,9,2,0.71,2024-12-19
CR0001530,C000492,412,8,1,1,0.21,2025-03-29
CR0001531,C000918,804,7,4,1,0.25,2025-10-01
CR0001532,C000363,765,3,2,0,0.37,2025-10-07
CR0001533,C000257,596,3,2,0,0.39,2025-03-14
CR0001534,C000335,685,11,5,5,0.78,2026-01-17
CR0001535,C000826,691,14,3,1,0.72,2024-12-29
CR0001536,C000634,301,12,8,1,0.23,2024-10-09
CR0001537,C000544,596,5,4,3,0.84,2024-12-02
CR0001538,C000638,318,5,8,4,0.5,2026-04-12
CR0001539,C000225,894,15,5,0,0.29,2024-10-27
CR0001540,C000806,321,13,2,0,0.82,2026-06-22
CR0001541,C000487,686,13,8,5,0.36,2024-11-07
CR0001542,C000996,620,4,10,3,0.5,2025-10-07
CR0001543,C000616,486,7,6,5,0.64,2026-02-24
CR0001544,C000225,463,15,9,5,0.33,2024-10-06
CR0001545,C000550,538,5,2,3,0.88,2025-02-02
CR0001546,C000144,785,6,2,1,0.87,2025-07-10
CR0001547,C000103,880,3,0,3,0.12,2025-12-29
CR0001548,C000294,708,6,8,0,0.18,2026-02-25
CR0001549,C000042,437,1,10,2,0.57,2025-05-27
CR0001550,C000975,461,3,9,2,0.16,2025-01-12
CR0001551,C000657,630,15,6,1,0.09,2025-05-09
CR0001552,C000807,625,6,10,5,0.57,2026-01-12
CR0001553,C000882,538,7,3,3,0.65,2026-01-13
CR0001554,C000557,457,11,6,1,0.79,2024-11-29
CR0001555,C000435,603,11,2,0,0.44,2026-04-29
CR0001556,C000891,377,6,10,2,0.61,2024-11-14
CR0001557,C000560,327,11,10,4,0.36,2026-02-11
CR0001558,C000512,499,4,1,1,0.64,2026-04-22
CR0001559,C000191,341,1,4,4,0.53,2025-10-24
CR0001560,C000510,529,12,2,0,0.79,2026-05-05
CR0001561,C000072,385,3,2,0,0.9,2025-10-03
CR0001562,C000525,477,13,1,2,0.72,2026-05-24
CR0001563,C000902,823,11,1,5,0.39,2025-09-12
CR0001564,C000278,457,14,6,4,0.43,2025-02-19
CR0001565,C000984,811,7,4,0,0.14,2025-05-02
CR0001566,C000283,896,2,8,2,0.29,2026-02-12
CR0001567,C000095,850,1,6,2,0.94,2025-10-07
CR0001568,C000780,436,14,10,0,0.09,2025-10-01
CR0001569,C000292,697,3,9,4,0.87,2025-10-13
CR0001570,C000463,809,8,10,4,0.48,2025-04-07
CR0001571,C000803,621,9,5,5,0.91,2025-11-11
CR0001572,C000577,711,5,6,5,0.33,2025-06-09
CR0001573,C000687,421,10,6,5,0.17,2026-06-06
CR0001574,C000296,603,11,2,0,0.6,2026-07-15
CR0001575,C000907,746,13,2,1,0.12,2025-11-09
CR0001576,C000482,487,1,4,5,0.11,2025-11-14
CR0001577,C000570,591,3,9,2,0.53,2024-09-29
CR0001578,C000752,415,5,7,4,0.88,2026-05-02
CR0001579,C000549,881,13,1,0,0.47,2024-10-10
CR0001580,C000049,757,3,6,4,0.6,2025-08-16
CR0001581,C000171,584,10,8,0,0.64,2026-07-31
CR0001582,C000013,826,12,3,0,0.71,2026-08-27
CR0001583,C000401,320,1,3,3,0.43,2024-12-17
CR0001584,C000104,321,12,2,5,0.05,2025-07-10
CR0001585,C000467,305,6,3,5,0.2,2025-08-31
CR0001586,C000275,644,4,8,3,0.22,2025-05-18
CR0001587,C000709,398,1,5,5,0.09,2026-07-10
CR0001588,C000183,483,5,3,4,0.86,2025-07-05
CR0001589,C000835,863,12,0,2,0.55,2025-08-25
CR0001590,C000082,465,15,6,4,0.2,2025-09-08
CR0001591,C000632,878,13,9,0,0.1,2024-10-13
CR0001592,C000429,707,9,6,1,0.79,2024-10-11
CR0001593,C000328,746,15,3,1,0.21,2025-01-31
CR0001594,C000857,869,15,3,4,0.6,2025-11-22
CR0001595,C000140,694,11,3,1,0.78,2026-02-10
CR0001596,C000500,717,15,1,4,0.35,2026-07-16
CR0001597,C000708,416,15,10,4,0.87,2026-05-14
CR0001598,C000692,712,3,6,3,0.14,2025-05-09
CR0001599,C000478,744,9,4,0,0.05,2026-08-04
CR0001600,C000933,376,4,2,5,0.51,2026-03-18
CR0001601,C000782,460,4,3,5,0.6,2025-01-21
CR0001602,C000489,401,11,8,4,0.71,2025-10-02
CR0001603,C000767,529,6,2,3,0.71,2025-08-16
CR0001604,C000037,364,9,7,2,0.69,2024-12-29
CR0001605,C000543,320,7,7,3,0.4,2025-05-16
CR0001606,C000512,344,7,10,5,0.38,2026-03-25
CR0001607,C000314,895,3,0,5,0.86,2025-07-15
CR0001608,C000846,851,9,1,5,0.78,2025-09-29
CR0001609,C000886,553,13,1,4,0.16,2026-05-02
CR0001610,C000676,755,7,1,3,0.88,2024-12-09
CR0001611,C000753,413,6,9,3,0.57,2025-12-01
CR0001612,C000605,846,11,3,4,0.67,2026-02-22
CR0001613,C000876,658,11,7,1,0.71,2025-10-02
CR0001614,C000021,317,12,2,5,0.4,2026-02-10
CR0001615,C000563,677,12,6,4,0.4,2025-11-20
CR0001616,C000186,474,10,5,4,0.8,2026-03-02
CR0001617,C000286,441,6,7,1,0.33,2025-11-08
CR0001618,C000838,819,10,9,1,0.36,2025-12-04
CR0001619,C000856,528,10,4,5,0.44,2025-09-15
CR0001620,C000017,309,13,7,5,0.32,2025-09-20
CR0001621,C000746,439,10,9,0,0.45,2025-11-26
CR0001622,C000524,786,3,9,3,0.43,2026-07-11
CR0001623,C000173,611,2,7,4,0.61,2025-01-15
CR0001624,C000493,796,1,8,0,0.55,2025-10-14
CR0001625,C000576,768,5,10,5,0.5,2024-10-29
CR0001626,C000649,872,6,10,4,0.82,2025-07-16
CR0001627,C000438,591,7,4,0,0.91,2025-04-08
CR0001628,C000340,498,13,9,4,0.81,2025-10-05
CR0001629,C000090,415,7,7,1,0.31,2025-12-19
CR0001630,C000009,769,9,10,2,0.24,2025-07-06
CR0001631,C000271,895,9,8,0,0.95,2026-01-08
CR0001632,C000784,599,13,9,4,0.08,2026-02-23
CR0001633,C000765,596,6,0,4,0.2,2025-06-16
CR0001634,C000511,827,13,6,0,0.34,2026-05-04
CR0001635,C000038,475,2,0,1,0.41,2025-04-24
CR0001636,C000468,769,1,6,3,0.31,2025-05-22
CR0001637,C000353,362,1,8,1,0.29,2024-11-02
CR0001638,C000592,558,6,8,0,0.74,2024-10-07
CR0001639,C000148,300,9,8,4,0.55,2025-12-18
CR0001640,C000062,342,6,7,2,0.65,2024-10-21
CR0001641,C000350,853,9,3,4,0.59,2024-12-24
CR0001642,C000191,785,5,1,4,0.36,2026-06-28
CR0001643,C000406,542,1,2,3,0.76,2025-06-27
CR0001644,C000782,313,1,0,1,0.09,2025-06-13
CR0001645,C000541,653,12,6,5,0.41,2026-06-06
CR0001646,C000695,664,11,3,0,0.87,2026-04-15
CR0001647,C000908,666,7,4,0,0.55,2025-12-13
CR0001648,C000500,878,4,7,4,0.65,2024-10-06
CR0001649,C000741,601,7,7,4,0.1,2026-05-03
CR0001650,C000054,791,15,0,5,0.16,2026-08-09
CR0001651,C000656,783,3,6,5,0.77,2026-01-14
CR0001652,C000761,331,2,10,1,0.43,2025-06-08
CR0001653,C000740,425,1,3,2,0.88,2025-07-08
CR0001654,C000319,610,5,2,4,0.59,2024-11-30
CR0001655,C000612,344,7,7,2,0.65,2025-08-14
CR0001656,C000628,732,9,6,2,0.2,2025-06-11
CR0001657,C000731,339,7,2,1,0.16,2025-06-20
CR0001658,C000079,652,10,9,3,0.84,2025-08-01
CR0001659,C000326,440,6,6,1,0.22,2025-06-15
CR0001660,C000957,485,2,9,0,0.35,2024-10-29
CR0001661,C000913,520,15,10,5,0.64,2026-02-11
CR0001662,C000318,750,13,0,2,0.5,2025-03-24
CR0001663,C000957,791,15,6,2,0.54,2025-03-27
CR0001664,C000047,633,6,9,1,0.59,2025-03-17
CR0001665,C000307,634,3,1,1,0.53,2026-02-01
CR0001666,C000366,620,1,7,0,0.92,2025-05-16
CR0001667,C000362,594,6,5,1,0.14,2025-12-20
CR0001668,C000031,357,1,3,3,0.16,2024-11-20
CR0001669,C000444,489,2,1,5,0.75,2026-08-24
CR0001670,C000923,542,15,10,1,0.62,2026-03-04
CR0001671,C000439,774,8,2,3,0.75,2024-11-05
CR0001672,C000126,848,11,8,5,0.27,2026-07-22
CR0001673,C000247,654,9,5,5,0.66,2025-05-10
CR0001674,C000779,867,6,2,1,0.58,2024-12-13
CR0001675,C000253,612,3,10,2,0.18,2025-06-05
CR0001676,C000874,620,2,6,0,0.93,2025-01-25
CR0001677,C000175,635,8,5,4,0.13,2024-10-01
CR0001678,C000309,368,1,5,0,0.53,2025-11-08
CR0001679,C000544,348,6,4,4,0.13,2025-05-27
CR0001680,C000539,758,8,4,2,0.47,2024-10-15
CR0001681,C000251,674,11,3,2,0.75,2025-09-08
CR0001682,C000129,604,8,8,5,0.72,2026-02-08
CR0001683,C000787,602,2,7,0,0.37,2026-07-18
CR0001684,C000946,607,12,9,3,0.23,2025-08-10
CR0001685,C000943,596,14,9,1,0.08,2025-12-01
CR0001686,C000758,536,8,8,4,0.08,2025-10-20
CR0001687,C000273,499,2,8,1,0.43,2026-08-17
CR0001688,C000318,370,12,3,1,0.79,2025-08-09
CR0001689,C000756,833,15,9,1,0.43,2025-04-11
CR0001690,C000471,338,9,7,4,0.53,2024-10-01
CR0001691,C000345,479,13,8,0,0.37,2026-03-10
CR0001692,C000177,478,8,8,3,0.23,2025-09-15
CR0001693,C000414,592,14,8,3,0.22,2025-12-16
CR0001694,C000783,364,6,2,0,0.45,2024-10-03
CR0001695,C000294,613,7,5,5,0.24,2025-05-19
CR0001696,C000709,635,12,3,3,0.78,2025-07-06
CR0001697,C000025,824,1,1,4,0.56,2025-12-03
CR0001698,C000273,409,6,6,5,0.48,2025-07-16
CR0001699,C000688,599,5,6,3,0.13,2025-05-24
CR0001700,C000899,790,8,6,1,0.58,2025-12-04
CR0001701,C000087,707,10,1,2,0.25,2024-11-30
CR0001702,C000997,705,3,9,4,0.57,2026-06-05
CR0001703,C000704,685,11,6,2,0.92,2025-09-30
CR0001704,C000837,649,1,9,4,0.57,2024-12-02
CR0001705,C000245,329,12,0,0,0.09,2026-03-06
CR0001706,C000777,867,6,7,1,0.57,2026-02-22
CR0001707,C000945,844,15,3,5,0.69,2025-02-22
CR0001708,C000131,467,2,1,4,0.59,2025-06-03
CR0001709,C000187,834,5,4,1,0.64,2025-10-06
CR0001710,C000815,699,5,8,4,0.32,2025-10-11
CR0001711,C000799,768,10,5,3,0.2,2026-06-08
CR0001712,C000914,679,14,7,2,0.62,2026-05-03
CR0001713,C000601,884,6,8,1,0.9,2026-02-16
CR0001714,C000291,413,14,9,0,0.21,2025-06-06
CR0001715,C000935,373,8,9,3,0.71,2025-01-23
CR0001716,C000721,375,14,2,2,0.53,2026-01-06
CR0001717,C000928,492,11,9,3,0.86,2025-05-06
CR0001718,C000661,773,1,5,4,0.53,2025-06-25
CR0001719,C000965,568,15,5,0,0.76,2025-08-20
CR0001720,C000403,511,7,7,1,0.52,2025-02-19
CR0001721,C000454,700,9,1,0,0.21,2025-10-06
CR0001722,C000159,522,11,0,1,0.53,2026-01-22
CR0001723,C000809,649,13,6,4,0.15,2026-07-06
CR0001724,C000105,383,10,3,4,0.94,2026-05-20
CR0001725,C000308,803,14,8,0,0.3,2024-11-13
CR0001726,C000177,644,10,0,0,0.71,2026-06-30
CR0001727,C000417,886,11,2,0,0.45,2026-07-08
CR0001728,C000952,890,1,5,2,0.18,2025-11-06
CR0001729,C000963,735,15,6,4,0.24,2025-03-01
CR0001730,C000429,682,2,10,5,0.33,2025-04-27
CR0001731,C000102,816,9,0,5,0.47,2025-04-09
CR0001732,C000924,312,13,10,2,0.23,2024-10-22
CR0001733,C000752,704,1,1,0,0.57,2025-05-04
CR0001734,C000291,898,2,0,1,0.91,2025-12-05
CR0001735,C000562,845,3,9,3,0.33,2025-07-25
CR0001736,C001000,622,6,1,1,0.7,2026-06-02
CR0001737,C000470,343,10,0,5,0.53,2025-03-10
CR0001738,C000385,847,13,1,4,0.7,2026-01-14
CR0001739,C000121,343,5,5,0,0.84,2026-04-16
CR0001740,C000201,606,4,7,1,0.41,2024-11-26
CR0001741,C000707,651,15,8,3,0.24,2026-03-27
CR0001742,C000675,711,3,7,0,0.25,2026-07-03
CR0001743,C000585,657,9,9,3,0.56,2025-12-09
CR0001744,C000856,514,6,3,4,0.1,2024-11-28
CR0001745,C000016,307,11,5,4,0.34,2025-12-19
CR0001746,C000999,740,2,5,5,0.91,2025-06-04
CR0001747,C000617,761,11,3,0,0.64,2025-04-16
CR0001748,C000258,695,14,6,1,0.58,2024-11-07
CR0001749,C000559,881,3,5,2,0.76,2025-11-29
CR0001750,C000967,418,2,6,2,0.27,2026-05-31
CR0001751,C000240,343,11,2,4,0.87,2025-11-02
CR0001752,C000058,782,8,2,3,0.08,2025-09-20
CR0001753,C000217,462,9,9,3,0.95,2025-08-13
CR0001754,C000836,687,7,0,2,0.87,2025-02-25
CR0001755,C000782,602,3,8,0,0.39,2025-06-12
CR0001756,C000585,561,5,1,5,0.66,2026-05-27
CR0001757,C000400,378,1,1,4,0.95,2024-11-14
CR0001758,C000314,772,6,10,1,0.35,2026-02-04
CR0001759,C000688,606,7,4,0,0.93,2026-06-17
CR0001760,C000112,427,1,3,5,0.55,2025-05-08
CR0001761,C000885,301,3,7,1,0.06,2025-10-12
CR0001762,C000584,446,8,6,1,0.43,2026-06-02
CR0001763,C000861,821,14,1,2,0.62,2025-05-06
CR0001764,C000305,577,8,1,4,0.73,2025-08-18
CR0001765,C000517,535,10,5,1,0.88,2026-02-13
CR0001766,C000876,889,7,9,0,0.43,2025-11-09
CR0001767,C000132,711,5,10,4,0.61,2025-05-17
CR0001768,C000411,303,10,2,1,0.51,2025-02-18
CR0001769,C000764,584,10,8,3,0.74,2025-08-03
CR0001770,C000862,627,13,5,0,0.82,2025-07-25
CR0001771,C000347,542,14,5,4,0.72,2025-03-30
CR0001772,C000946,764,3,7,0,0.46,2026-01-14
CR0001773,C000646,501,1,10,3,0.78,2025-10-21
CR0001774,C000387,873,2,1,3,0.81,2025-09-03
CR0001775,C000119,577,13,0,1,0.32,2026-02-19
CR0001776,C000648,513,10,8,4,0.86,2026-05-01
CR0001777,C000862,819,8,3,4,0.47,2025-11-15
CR0001778,C000282,667,9,3,5,0.26,2025-02-03
CR0001779,C000748,714,5,7,3,0.06,2026-08-01
CR0001780,C000784,557,2,3,5,0.06,2024-09-30
CR0001781,C000841,312,10,1,2,0.22,2026-01-16
CR0001782,C000088,729,1,2,4,0.16,2026-03-16
CR0001783,C000310,436,6,4,1,0.92,2025-10-21
CR0001784,C000603,568,2,10,1,0.83,2026-07-18
CR0001785,C000974,538,15,1,4,0.08,2025-02-07
CR0001786,C000444,664,8,7,1,0.06,2025-12-08
CR0001787,C000340,586,2,0,0,0.69,2025-10-08
CR0001788,C000665,806,12,9,5,0.29,2025-02-28
CR0001789,C000227,878,4,2,2,0.38,2026-02-11
CR0001790,C000192,545,14,8,5,0.12,2026-06-17
CR0001791,C000918,794,12,9,2,0.14,2026-04-15
CR0001792,C000793,447,3,4,4,0.91,2026-09-14
CR0001793,C000256,328,10,8,3,0.19,2025-09-13
CR0001794,C000017,699,5,9,3,0.23,2025-04-12
CR0001795,C000671,481,6,1,3,0.81,2026-09-13
CR0001796,C000150,447,3,4,0,0.29,2026-01-24
CR0001797,C000003,519,3,6,0,0.15,2025-11-03
CR0001798,C000449,352,1,3,2,0.39,2026-06-06
CR0001799,C000500,741,2,6,1,0.1,2026-01-06
CR0001800,C000035,312,3,8,3,0.45,2026-07-10
CR0001801,C000630,473,1,2,0,0.08,2026-05-06
CR0001802,C000504,643,13,3,3,0.85,2026-08-21
CR0001803,C000281,724,12,2,0,0.56,2025-08-18
CR0001804,C000890,501,7,8,4,0.08,2026-09-11
CR0001805,C000809,647,8,7,4,0.33,2025-11-29
CR0001806,C000352,361,2,7,1,0.17,2026-04-03
CR0001807,C000008,876,1,0,3,0.24,2026-01-15
CR0001808,C000468,772,2,3,0,0.64,2024-11-01
CR0001809,C000627,475,3,1,0,0.23,2025-10-26
CR0001810,C000667,689,10,0,5,0.51,2025-02-18
CR0001811,C000818,377,11,6,3,0.18,2025-06-25
CR0001812,C000791,422,1,4,2,0.83,2025-09-10
CR0001813,C000850,586,12,6,0,0.95,2025-01-08
CR0001814,C000613,413,10,2,4,0.78,2025-03-21
CR0001815,C000564,370,8,0,3,0.28,2025-01-10
CR0001816,C000703,550,7,0,1,0.79,2026-04-18
CR0001817,C000106,608,5,2,1,0.37,2026-03-02
CR0001818,C000418,395,11,6,0,0.18,2026-05-03
CR0001819,C000457,485,4,9,2,0.73,2025-05-07
CR0001820,C000932,445,12,10,5,0.07,2026-07-03
CR0001821,C000634,578,5,7,3,0.84,2025-08-20
CR0001822,C000248,684,10,0,1,0.66,2025-07-31
CR0001823,C000482,730,11,10,2,0.33,2025-05-21
CR0001824,C000947,530,15,2,3,0.42,2026-07-16
CR0001825,C000969,776,10,4,5,0.55,2026-06-22
CR0001826,C000063,437,5,5,5,0.37,2026-08-24
CR0001827,C000164,853,6,1,3,0.08,2024-11-05
CR0001828,C000622,408,2,9,5,0.15,2026-01-21
CR0001829,C000132,849,10,1,1,0.77,2025-02-21
CR0001830,C000774,853,15,6,5,0.31,2026-07-05
CR0001831,C000395,848,15,6,2,0.48,2025-08-02
CR0001832,C000732,738,13,8,5,0.43,2025-04-11
CR0001833,C000068,519,8,6,0,0.87,2026-06-17
CR0001834,C000868,812,9,4,2,0.46,2025-04-26
CR0001835,C000794,324,9,3,3,0.79,2026-01-30
CR0001836,C000476,870,2,9,0,0.56,2025-01-18
CR0001837,C000779,802,5,9,4,0.17,2025-04-03
CR0001838,C000398,747,5,0,0,0.41,2026-03-03
CR0001839,C000804,841,15,3,3,0.6,2025-12-26
CR0001840,C000580,430,14,3,2,0.93,2025-03-18
CR0001841,C000032,585,9,4,4,0.44,2025-07-28
CR0001842,C000269,759,1,8,1,0.16,2025-03-20
CR0001843,C000772,887,9,6,2,0.3,2024-12-13
CR0001844,C000549,491,3,0,1,0.11,2025-01-10
CR0001845,C000550,470,4,7,5,0.89,2025-02-12
CR0001846,C000027,451,14,0,2,0.86,2024-10-07
CR0001847,C000646,301,15,3,1,0.05,2025-03-25
CR0001848,C000660,321,1,8,4,0.39,2026-05-28
CR0001849,C000051,598,12,6,3,0.27,2026-06-20
CR0001850,C000629,413,10,0,0,0.51,2025-05-15
CR0001851,C000281,885,13,9,0,0.16,2025-09-11
CR0001852,C000572,421,7,0,0,0.57,2025-09-28
CR0001853,C000233,394,7,9,5,0.61,2025-11-24
CR0001854,C000177,540,3,10,3,0.23,2025-08-20
CR0001855,C000112,767,12,9,5,0.53,2025-08-09
CR0001856,C000451,891,12,7,5,0.69,2026-01-31
CR0001857,C000279,345,7,0,4,0.77,2026-08-20
CR0001858,C000901,644,5,8,0,0.9,2024-10-14
CR0001859,C000688,860,7,7,2,0.4,2025-02-19
CR0001860,C000762,341,1,0,4,0.78,2025-01-17
CR0001861,C000645,827,5,10,1,0.27,2025-04-15
CR0001862,C000747,421,15,1,5,0.8,2024-12-30
CR0001863,C000113,756,2,1,4,0.84,2024-10-08
CR0001864,C000062,625,2,10,4,0.55,2025-04-04
CR0001865,C000181,678,12,4,2,0.5,2026-05-22
CR0001866,C000531,887,13,4,1,0.93,2026-06-02
CR0001867,C000503,493,11,4,5,0.06,2025-04-19
CR0001868,C000032,671,4,5,1,0.3,2026-02-09
CR0001869,C000198,720,1,7,2,0.39,2025-11-17
CR0001870,C000347,888,10,9,2,0.31,2025-01-30
CR0001871,C000812,579,14,6,3,0.45,2026-01-29
CR0001872,C000374,354,2,0,4,0.17,2026-07-10
CR0001873,C000697,316,13,2,5,0.74,2024-10-18
CR0001874,C000435,393,12,8,1,0.88,2026-03-31
CR0001875,C000757,527,9,7,4,0.88,2025-09-28
CR0001876,C000156,595,1,2,3,0.18,2026-05-16
CR0001877,C000086,843,6,8,0,0.5,2024-10-01
CR0001878,C000093,632,15,2,3,0.25,2024-10-28
CR0001879,C000528,667,11,3,3,0.33,2026-07-15
CR0001880,C000021,527,6,7,0,0.06,2026-08-13
CR0001881,C000117,389,3,9,0,0.94,2024-11-20
CR0001882,C000686,873,3,8,5,0.35,2025-05-17
CR0001883,C000643,862,2,10,3,0.89,2025-12-27
CR0001884,C000569,480,13,10,2,0.36,2025-05-05
CR0001885,C000137,318,5,10,3,0.15,2026-07-21
CR0001886,C000551,332,1,7,4,0.21,2024-11-04
CR0001887,C000880,356,5,6,3,0.07,2026-08-16
CR0001888,C000282,387,3,8,1,0.52,2025-07-29
CR0001889,C000330,769,2,0,0,0.7,2026-08-13
CR0001890,C000959,479,4,2,4,0.71,2025-06-25
CR0001891,C000428,737,2,5,0,0.16,2026-02-19
CR0001892,C000304,570,9,5,0,0.5,2026-02-08
CR0001893,C000650,739,7,5,1,0.91,2026-08-04
CR0001894,C000802,564,5,6,5,0.09,2024-11-25
CR0001895,C000918,612,11,2,1,0.93,2025-07-21
CR0001896,C000635,729,4,10,2,0.39,2026-06-30
CR0001897,C000865,325,2,9,0,0.35,2026-04-01
CR0001898,C000390,307,6,7,5,0.72,2026-07-02
CR0001899,C000803,509,12,4,3,0.81,2025-01-03
CR0001900,C000625,565,4,5,4,0.91,2025-03-18
CR0001901,C000784,385,8,6,4,0.2,2024-12-11
CR0001902,C000628,625,13,1,5,0.66,2025-12-03
CR0001903,C000508,769,11,2,3,0.46,2026-04-09
CR0001904,C000951,303,9,6,3,0.68,2025-10-09
CR0001905,C000356,696,15,5,5,0.75,2026-09-10
CR0001906,C000315,456,14,2,2,0.94,2024-12-18
CR0001907,C000827,752,15,6,4,0.45,2025-10-26
CR0001908,C000933,576,13,9,2,0.48,2026-02-13
CR0001909,C000143,382,11,2,4,0.1,2026-06-21
CR0001910,C000517,512,6,0,0,0.42,2025-12-10
CR0001911,C000338,411,13,8,2,0.5,2026-05-11
CR0001912,C000351,794,5,2,1,0.26,2026-09-09
CR0001913,C000166,578,13,3,2,0.1,2025-10-28
CR0001914,C000283,729,15,6,4,0.19,2025-03-30
CR0001915,C000880,413,3,1,2,0.76,2025-10-06
CR0001916,C000674,743,14,4,4,0.71,2026-08-04
CR0001917,C000647,664,3,5,2,0.57,2024-11-25
CR0001918,C000500,476,1,6,5,0.67,2025-03-19
CR0001919,C000619,589,11,1,0,0.14,2025-12-25
CR0001920,C000250,804,13,3,4,0.55,2024-12-19
CR0001921,C000194,843,3,7,1,0.05,2026-05-09
CR0001922,C000990,739,4,4,1,0.35,2026-06-04
