loan_id,customer_id,product_id,branch_id,application_date,approval_date,disbursement_date,loan_amount,interest_rate,tenure_months,loan_status
L0001886,C000816,LP004,BR002,2025-12-24,2026-01-02,2026-01-05,768695,16.0,101,DEFAULT
L0001887,C000844,LP001,BR005,2025-09-11,2025-09-20,2025-09-21,78310,14.5,34,ACTIVE
L0001888,C000201,LP002,BR010,2024-11-20,2024-11-30,2024-12-04,686749,10.5,22,CLOSED
L0001889,C000139,LP003,BR008,2023-04-10,2023-04-13,2023-04-18,2433875,8.5,90,DEFAULT
L0001890,C000834,LP003,BR006,2025-01-01,2025-01-05,2025-01-06,3623833,8.5,197,CLOSED
L0001891,C000025,LP004,BR010,2025-11-20,2025-11-21,2025-11-23,1564529,16.0,68,ACTIVE
L0001892,C000402,LP002,BR003,2025-09-27,2025-09-29,2025-09-30,1146284,10.5,16,ACTIVE
L0001893,C000863,LP002,BR008,2022-11-17,2022-11-22,2022-11-27,905676,10.5,50,ACTIVE
L0001894,C000422,LP001,BR002,2023-02-06,2023-02-07,2023-02-10,498043,14.5,51,ACTIVE
L0001895,C000212,LP005,BR004,2023-05-09,2023-05-17,2023-05-18,924682,12.0,24,ACTIVE
L0001896,C000090,LP003,BR003,2023-08-20,2023-08-28,2023-08-29,2382810,8.5,64,ACTIVE
L0001897,C000864,LP005,BR006,2021-12-25,2021-12-28,2022-01-01,578358,12.0,13,ACTIVE
L0001898,C000218,LP005,BR007,2025-03-08,2025-03-09,2025-03-14,820059,12.0,23,ACTIVE
L0001899,C000953,LP003,BR004,2021-11-01,2021-11-11,2021-11-14,2702284,8.5,219,DEFAULT
L0001900,C000723,LP005,BR005,2024-01-02,2024-01-06,2024-01-07,377506,12.0,35,DEFAULT
L0001901,C000695,LP003,BR009,2025-03-22,2025-03-29,2025-04-02,979145,8.5,218,ACTIVE
L0001902,C000137,LP004,BR009,2023-08-08,2023-08-17,2023-08-21,1612669,16.0,98,ACTIVE
L0001903,C000002,LP001,BR008,2023-06-08,2023-06-17,2023-06-21,272211,14.5,48,DEFAULT
L0001904,C000211,LP004,BR006,2023-06-13,2023-06-22,2023-06-25,440889,16.0,60,ACTIVE
L0001905,C000874,LP001,BR003,2022-04-09,2022-04-13,2022-04-15,57960,14.5,29,ACTIVE
L0001906,C000554,LP005,BR007,2023-03-20,2023-03-22,2023-03-24,828807,12.0,29,ACTIVE
L0001907,C000899,LP002,BR005,2025-06-11,2025-06-17,2025-06-22,927538,10.5,16,DEFAULT
L0001908,C000342,LP002,BR001,2025-11-16,2025-11-21,2025-11-24,663604,10.5,44,DEFAULT
L0001909,C000833,LP003,BR010,2024-06-21,2024-06-22,2024-06-23,3074423,8.5,157,ACTIVE
L0001910,C000185,LP003,BR008,2025-08-07,2025-08-12,2025-08-14,4222937,8.5,130,ACTIVE
L0001911,C000284,LP004,BR005,2023-10-22,2023-10-30,2023-10-31,1078194,16.0,16,ACTIVE
L0001912,C000804,LP001,BR002,2025-05-06,2025-05-14,2025-05-19,164212,14.5,38,ACTIVE
L0001913,C000369,LP002,BR001,2025-02-24,2025-03-06,2025-03-07,679748,10.5,82,ACTIVE
L0001914,C000231,LP003,BR008,2022-01-23,2022-01-25,2022-01-29,2008304,8.5,78,ACTIVE
L0001915,C000548,LP002,BR003,2024-12-10,2024-12-15,2024-12-19,366804,10.5,41,CLOSED
L0001916,C000745,LP005,BR003,2024-05-15,2024-05-18,2024-05-23,707842,12.0,13,CLOSED
L0001917,C000424,LP005,BR005,2025-01-22,2025-01-24,2025-01-25,213205,12.0,33,DEFAULT
L0001918,C000841,LP001,BR009,2026-07-28,2026-08-05,2026-08-10,216374,14.5,14,DEFAULT
L0001919,C000153,LP004,BR006,2026-04-08,2026-04-12,2026-04-13,1598519,16.0,45,ACTIVE
L0001920,C000998,LP005,BR004,2026-03-05,2026-03-06,2026-03-09,586693,12.0,34,ACTIVE
L0001921,C000113,LP004,BR009,2022-01-13,2022-01-23,2022-01-25,833436,16.0,25,ACTIVE
L0001922,C000793,LP004,BR002,2026-02-19,2026-02-28,2026-03-04,337361,16.0,77,ACTIVE
L0001923,C000235,LP005,BR004,2022-08-21,2022-08-25,2022-08-27,361614,12.0,30,ACTIVE
L0001924,C000312,LP003,BR009,2025-07-20,2025-07-27,2025-07-28,4077534,8.5,236,ACTIVE
L0001925,C000327,LP005,BR009,2025-08-05,2025-08-08,2025-08-09,362402,12.0,31,ACTIVE
L0001926,C000471,LP003,BR001,2022-01-25,2022-01-31,2022-02-04,3643342,8.5,132,ACTIVE
L0001927,C000553,LP005,BR008,2023-10-19,2023-10-29,2023-10-30,188100,12.0,23,ACTIVE
L0001928,C000404,LP003,BR004,2026-02-13,2026-02-18,2026-02-20,714205,8.5,39,DEFAULT
L0001929,C000518,LP003,BR002,2026-04-14,2026-04-18,2026-04-21,4784868,8.5,195,DEFAULT
L0001930,C000850,LP005,BR002,2025-01-27,2025-02-06,2025-02-09,245306,12.0,24,DEFAULT
L0001931,C000218,LP001,BR005,2022-01-15,2022-01-16,2022-01-18,249800,14.5,60,ACTIVE
L0001932,C000863,LP002,BR003,2026-06-14,2026-06-16,2026-06-18,1285734,10.5,76,DEFAULT
L0001933,C000613,LP004,BR005,2025-01-01,2025-01-10,2025-01-14,1230296,16.0,105,ACTIVE
L0001934,C000154,LP002,BR006,2026-02-05,2026-02-14,2026-02-15,1373185,10.5,72,DEFAULT
L0001935,C000816,LP002,BR002,2022-02-16,2022-02-25,2022-03-01,764670,10.5,46,CLOSED
L0001936,C000028,LP002,BR005,2023-04-28,2023-05-08,2023-05-11,611765,10.5,54,CLOSED
L0001937,C000795,LP003,BR007,2024-03-08,2024-03-14,2024-03-16,4323705,8.5,92,ACTIVE
L0001938,C000671,LP001,BR001,2025-06-12,2025-06-16,2025-06-20,434197,14.5,38,ACTIVE
L0001939,C000453,LP002,BR008,2025-02-03,2025-02-05,2025-02-08,1275363,10.5,76,ACTIVE
L0001940,C000806,LP001,BR004,2024-04-19,2024-04-25,2024-04-29,367308,14.5,26,ACTIVE
L0001941,C000314,LP002,BR007,2024-02-21,2024-02-28,2024-03-01,1293997,10.5,28,DEFAULT
L0001942,C000280,LP002,BR002,2025-08-19,2025-08-23,2025-08-27,1326320,10.5,29,DEFAULT
L0001943,C000724,LP001,BR005,2023-02-15,2023-02-20,2023-02-23,229081,14.5,32,ACTIVE
L0001944,C000687,LP005,BR005,2025-04-20,2025-04-22,2025-04-26,461474,12.0,28,CLOSED
L0001945,C000464,LP004,BR004,2024-03-18,2024-03-28,2024-04-01,1426720,16.0,110,CLOSED
L0001946,C000257,LP002,BR004,2022-03-04,2022-03-07,2022-03-11,132531,10.5,33,ACTIVE
L0001947,C000914,LP003,BR010,2026-02-08,2026-02-15,2026-02-18,4441473,8.5,202,ACTIVE
L0001948,C000537,LP001,BR005,2022-12-01,2022-12-04,2022-12-05,487182,14.5,39,ACTIVE
L0001949,C000030,LP003,BR006,2025-08-26,2025-08-29,2025-08-30,1610465,8.5,143,DEFAULT
L0001950,C000134,LP003,BR008,2025-07-20,2025-07-27,2025-07-31,3472652,8.5,44,ACTIVE
L0001951,C000500,LP001,BR010,2022-06-23,2022-07-02,2022-07-04,423284,14.5,30,ACTIVE
L0001952,C000309,LP001,BR006,2025-12-19,2025-12-25,2025-12-28,360104,14.5,50,DEFAULT
L0001953,C000530,LP005,BR003,2022-09-02,2022-09-04,2022-09-05,97335,12.0,35,ACTIVE
L0001954,C000702,LP005,BR002,2023-03-28,2023-04-05,2023-04-09,681475,12.0,26,ACTIVE
L0001955,C000584,LP003,BR002,2026-05-10,2026-05-15,2026-05-19,1629153,8.5,199,CLOSED
L0001956,C000927,LP005,BR002,2022-11-10,2022-11-20,2022-11-25,107859,12.0,16,ACTIVE
L0001957,C000608,LP001,BR002,2025-01-19,2025-01-29,2025-02-03,243920,14.5,55,ACTIVE
L0001958,C000156,LP005,BR005,2025-03-23,2025-03-30,2025-04-02,479891,12.0,17,DEFAULT
L0001959,C000106,LP004,BR002,2024-06-16,2024-06-26,2024-06-29,1721111,16.0,24,CLOSED
L0001960,C000304,LP005,BR010,2025-07-17,2025-07-22,2025-07-26,377687,12.0,13,DEFAULT
L0001961,C000294,LP004,BR001,2021-12-02,2021-12-11,2021-12-16,1315987,16.0,77,ACTIVE
L0001962,C000107,LP001,BR009,2023-03-25,2023-03-30,2023-04-02,251362,14.5,32,CLOSED
L0001963,C000293,LP001,BR003,2025-07-26,2025-07-29,2025-07-30,476763,14.5,59,CLOSED
L0001964,C000261,LP002,BR007,2023-06-05,2023-06-12,2023-06-17,683545,10.5,52,ACTIVE
L0001965,C000114,LP005,BR006,2025-07-29,2025-08-04,2025-08-07,193636,12.0,15,ACTIVE
L0001966,C000567,LP001,BR004,2022-06-23,2022-06-28,2022-07-02,280118,14.5,26,CLOSED
L0001967,C000014,LP002,BR007,2023-11-01,2023-11-06,2023-11-09,1371231,10.5,25,CLOSED
L0001968,C000207,LP004,BR007,2024-06-18,2024-06-23,2024-06-25,301276,16.0,38,DEFAULT
L0001969,C000781,LP004,BR008,2023-02-07,2023-02-16,2023-02-18,157357,16.0,88,ACTIVE
L0001970,C000077,LP004,BR004,2022-10-04,2022-10-13,2022-10-18,1775607,16.0,36,ACTIVE
L0001971,C000120,LP003,BR009,2022-06-26,2022-07-04,2022-07-05,3599930,8.5,64,ACTIVE
L0001972,C000262,LP005,BR001,2022-09-05,2022-09-15,2022-09-19,787651,12.0,26,DEFAULT
L0001973,C000737,LP004,BR009,2025-07-13,2025-07-16,2025-07-20,718537,16.0,26,ACTIVE
L0001974,C000130,LP001,BR008,2024-10-17,2024-10-25,2024-10-29,308607,14.5,28,ACTIVE
L0001975,C000074,LP004,BR006,2022-06-08,2022-06-11,2022-06-14,1634347,16.0,97,ACTIVE
L0001976,C000742,LP004,BR009,2026-03-01,2026-03-07,2026-03-08,1660863,16.0,113,CLOSED
L0001977,C000201,LP005,BR001,2024-12-22,2024-12-24,2024-12-27,184340,12.0,28,ACTIVE
L0001978,C000904,LP001,BR008,2026-01-22,2026-01-27,2026-01-31,380628,14.5,59,DEFAULT
L0001979,C000809,LP001,BR003,2023-01-25,2023-01-27,2023-01-30,70110,14.5,39,ACTIVE
L0001980,C000305,LP001,BR003,2024-12-05,2024-12-14,2024-12-17,149823,14.5,47,ACTIVE
L0001981,C000938,LP005,BR007,2026-05-22,2026-05-23,2026-05-25,163523,12.0,30,ACTIVE
L0001982,C000586,LP002,BR004,2024-12-11,2024-12-15,2024-12-17,656345,10.5,72,CLOSED
L0001983,C000538,LP001,BR002,2022-01-30,2022-02-07,2022-02-09,434597,14.5,43,ACTIVE
L0001984,C000265,LP002,BR005,2023-02-28,2023-03-03,2023-03-05,1431214,10.5,23,DEFAULT
L0001985,C000747,LP001,BR010,2024-07-23,2024-07-27,2024-07-28,277708,14.5,16,ACTIVE
L0001986,C000754,LP005,BR008,2026-07-08,2026-07-17,2026-07-22,238677,12.0,34,CLOSED
L0001987,C000888,LP002,BR002,2022-12-26,2022-12-27,2022-12-31,651705,10.5,60,DEFAULT
L0001988,C000999,LP005,BR010,2023-02-01,2023-02-05,2023-02-08,527755,12.0,28,CLOSED
L0001989,C000335,LP004,BR008,2022-12-09,2022-12-14,2022-12-16,1935089,16.0,49,ACTIVE
L0001990,C000588,LP005,BR003,2023-03-25,2023-04-02,2023-04-06,646882,12.0,23,DEFAULT
L0001991,C000010,LP001,BR002,2022-02-22,2022-03-02,2022-03-05,100611,14.5,26,ACTIVE
L0001992,C000632,LP001,BR007,2025-04-11,2025-04-16,2025-04-20,284447,14.5,32,CLOSED
L0001993,C000767,LP003,BR006,2024-04-30,2024-05-07,2024-05-08,1978026,8.5,130,ACTIVE
L0001994,C000289,LP003,BR002,2024-05-04,2024-05-06,2024-05-09,3839415,8.5,192,CLOSED
L0001995,C000851,LP004,BR007,2025-07-03,2025-07-11,2025-07-15,1360511,16.0,64,CLOSED
L0001996,C000976,LP003,BR001,2024-03-01,2024-03-02,2024-03-05,2747508,8.5,141,CLOSED
L0001997,C000789,LP003,BR002,2023-03-31,2023-04-07,2023-04-08,3211131,8.5,78,ACTIVE
L0001998,C000619,LP005,BR007,2022-09-16,2022-09-23,2022-09-27,868330,12.0,26,ACTIVE
L0001999,C000280,LP001,BR009,2022-10-29,2022-11-05,2022-11-08,78643,14.5,29,ACTIVE
L0002000,C000803,LP002,BR005,2023-06-08,2023-06-12,2023-06-15,1434346,10.5,17,ACTIVE
L0002001,C000698,LP001,BR001,2021-09-26,2021-10-04,2021-10-08,166030,14.5,48,CLOSED
L0002002,C000499,LP001,BR004,2023-11-11,2023-11-20,2023-11-22,458709,14.5,52,ACTIVE
L0002003,C000919,LP002,BR003,2021-10-23,2021-11-02,2021-11-07,791397,10.5,28,DEFAULT
L0002004,C000308,LP003,BR005,2025-08-10,2025-08-19,2025-08-20,677148,8.5,217,ACTIVE
L0002005,C000209,LP003,BR002,2025-12-10,2025-12-12,2025-12-15,3458667,8.5,208,DEFAULT
L0002006,C000723,LP004,BR008,2025-12-13,2025-12-15,2025-12-16,1187685,16.0,38,ACTIVE
L0002007,C000847,LP001,BR009,2026-05-01,2026-05-10,2026-05-12,132309,14.5,46,ACTIVE
L0002008,C000166,LP005,BR006,2021-10-03,2021-10-07,2021-10-10,860208,12.0,17,ACTIVE
L0002009,C000856,LP002,BR001,2025-11-27,2025-12-03,2025-12-07,552177,10.5,82,CLOSED
L0002010,C000196,LP004,BR009,2023-09-25,2023-09-26,2023-09-27,1873104,16.0,14,DEFAULT
L0002011,C000056,LP004,BR002,2023-07-21,2023-07-23,2023-07-28,934535,16.0,113,ACTIVE
L0002012,C000612,LP002,BR007,2025-10-02,2025-10-03,2025-10-05,693682,10.5,50,ACTIVE
L0002013,C000649,LP005,BR002,2025-07-26,2025-07-30,2025-08-01,55418,12.0,20,ACTIVE
L0002014,C000614,LP004,BR005,2025-03-13,2025-03-20,2025-03-24,375132,16.0,116,ACTIVE
L0002015,C000341,LP005,BR005,2025-06-19,2025-06-21,2025-06-22,97479,12.0,28,ACTIVE
L0002016,C000553,LP001,BR007,2022-05-20,2022-05-21,2022-05-22,439363,14.5,46,DEFAULT
L0002017,C000101,LP004,BR009,2021-10-06,2021-10-09,2021-10-10,1643238,16.0,87,ACTIVE
L0002018,C000013,LP004,BR001,2023-10-16,2023-10-20,2023-10-25,1902089,16.0,51,ACTIVE
L0002019,C000156,LP003,BR003,2026-05-13,2026-05-20,2026-05-25,696561,8.5,89,ACTIVE
L0002020,C000125,LP001,BR001,2024-01-28,2024-02-05,2024-02-07,102260,14.5,28,DEFAULT
L0002021,C000809,LP004,BR008,2026-06-14,2026-06-22,2026-06-26,710771,16.0,66,ACTIVE
L0002022,C000052,LP005,BR008,2023-06-23,2023-06-27,2023-07-01,608247,12.0,20,ACTIVE
L0002023,C000714,LP001,BR003,2022-02-14,2022-02-19,2022-02-24,315600,14.5,27,ACTIVE
L0002024,C000735,LP005,BR008,2023-04-13,2023-04-14,2023-04-18,782899,12.0,24,ACTIVE
L0002025,C000175,LP004,BR004,2022-12-20,2022-12-29,2022-12-30,1048479,16.0,40,DEFAULT
L0002026,C000111,LP003,BR008,2022-03-06,2022-03-07,2022-03-11,2447126,8.5,126,ACTIVE
L0002027,C000069,LP002,BR010,2024-09-04,2024-09-12,2024-09-17,328481,10.5,51,ACTIVE
L0002028,C000075,LP004,BR007,2022-01-08,2022-01-11,2022-01-12,300045,16.0,83,CLOSED
L0002029,C000552,LP004,BR005,2022-12-11,2022-12-15,2022-12-19,1344469,16.0,43,ACTIVE
L0002030,C000790,LP004,BR002,2021-12-25,2021-12-28,2022-01-01,1392870,16.0,119,ACTIVE
L0002031,C000216,LP002,BR001,2026-08-17,2026-08-26,2026-08-31,587440,10.5,19,ACTIVE
L0002032,C000113,LP002,BR002,2024-03-31,2024-04-05,2024-04-09,753168,10.5,55,CLOSED
L0002033,C000589,LP003,BR005,2024-07-10,2024-07-11,2024-07-14,3910256,8.5,235,ACTIVE
L0002034,C000120,LP005,BR010,2022-06-15,2022-06-20,2022-06-22,811714,12.0,29,ACTIVE
L0002035,C000667,LP005,BR001,2022-02-15,2022-02-24,2022-02-28,348221,12.0,32,CLOSED
L0002036,C000913,LP001,BR002,2022-08-20,2022-08-26,2022-08-30,421651,14.5,42,DEFAULT
L0002037,C000061,LP005,BR010,2025-04-03,2025-04-12,2025-04-13,985980,12.0,15,ACTIVE
L0002038,C000868,LP005,BR004,2023-03-23,2023-03-25,2023-03-29,153465,12.0,36,ACTIVE
L0002039,C000151,LP001,BR010,2023-01-30,2023-02-02,2023-02-07,442245,14.5,19,CLOSED
L0002040,C000344,LP001,BR002,2024-02-16,2024-02-20,2024-02-24,109592,14.5,14,ACTIVE
L0002041,C000739,LP005,BR003,2026-07-30,2026-08-07,2026-08-09,676581,12.0,28,ACTIVE
L0002042,C000084,LP002,BR002,2026-06-28,2026-07-01,2026-07-06,976918,10.5,63,ACTIVE
L0002043,C000399,LP003,BR007,2023-03-21,2023-03-26,2023-03-27,4153065,8.5,87,ACTIVE
L0002044,C000347,LP002,BR006,2025-07-31,2025-08-09,2025-08-12,1389959,10.5,59,DEFAULT
L0002045,C000627,LP004,BR005,2024-10-09,2024-10-12,2024-10-14,708586,16.0,78,CLOSED
L0002046,C000983,LP001,BR008,2022-01-05,2022-01-15,2022-01-18,322304,14.5,50,ACTIVE
L0002047,C000917,LP003,BR002,2022-07-02,2022-07-10,2022-07-14,2266784,8.5,96,CLOSED
L0002048,C000384,LP002,BR005,2024-04-02,2024-04-05,2024-04-10,1093778,10.5,13,ACTIVE
L0002049,C000548,LP001,BR008,2024-06-14,2024-06-21,2024-06-23,128826,14.5,42,ACTIVE
L0002050,C000635,LP003,BR009,2024-11-04,2024-11-05,2024-11-08,2074327,8.5,63,ACTIVE
L0002051,C000781,LP003,BR001,2024-12-06,2024-12-15,2024-12-19,3276923,8.5,36,ACTIVE
L0002052,C000719,LP001,BR005,2022-04-14,2022-04-24,2022-04-28,361665,14.5,22,ACTIVE
L0002053,C000190,LP002,BR005,2025-05-05,2025-05-11,2025-05-16,574018,10.5,56,ACTIVE
L0002054,C000424,LP002,BR007,2026-05-23,2026-05-27,2026-05-30,695984,10.5,66,DEFAULT
L0002055,C000628,LP003,BR009,2022-04-05,2022-04-10,2022-04-13,3882860,8.5,77,DEFAULT
L0002056,C000961,LP004,BR009,2024-03-13,2024-03-22,2024-03-24,262479,16.0,87,CLOSED
L0002057,C000732,LP001,BR002,2025-09-17,2025-09-19,2025-09-21,196793,14.5,23,ACTIVE
L0002058,C000985,LP001,BR007,2022-11-08,2022-11-18,2022-11-19,116429,14.5,45,DEFAULT
L0002059,C000854,LP001,BR002,2022-09-30,2022-10-07,2022-10-10,351809,14.5,49,DEFAULT
L0002060,C000820,LP001,BR006,2024-01-16,2024-01-21,2024-01-26,400484,14.5,42,CLOSED
L0002061,C000242,LP001,BR003,2024-07-04,2024-07-07,2024-07-08,460708,14.5,26,CLOSED
L0002062,C000442,LP004,BR003,2026-03-11,2026-03-13,2026-03-18,407215,16.0,30,CLOSED
L0002063,C000775,LP004,BR005,2025-03-24,2025-04-01,2025-04-02,778088,16.0,21,ACTIVE
L0002064,C000806,LP002,BR006,2026-03-04,2026-03-07,2026-03-12,1022094,10.5,66,ACTIVE
L0002065,C000798,LP001,BR007,2023-06-29,2023-07-05,2023-07-08,312340,14.5,60,ACTIVE
L0002066,C000686,LP002,BR004,2023-06-27,2023-07-01,2023-07-06,924698,10.5,60,ACTIVE
L0002067,C000674,LP005,BR005,2022-03-15,2022-03-23,2022-03-26,346905,12.0,28,ACTIVE
L0002068,C000808,LP005,BR008,2022-08-21,2022-08-30,2022-08-31,946192,12.0,31,CLOSED
L0002069,C000658,LP001,BR010,2026-07-27,2026-07-30,2026-08-02,422951,14.5,21,ACTIVE
L0002070,C000036,LP004,BR008,2026-03-17,2026-03-26,2026-03-30,1127800,16.0,100,ACTIVE
L0002071,C000788,LP005,BR003,2022-06-15,2022-06-17,2022-06-22,963468,12.0,25,ACTIVE
L0002072,C000136,LP001,BR008,2025-10-27,2025-10-30,2025-10-31,241725,14.5,41,ACTIVE
L0002073,C000659,LP002,BR006,2024-02-25,2024-03-03,2024-03-05,1393888,10.5,83,CLOSED
L0002074,C000709,LP004,BR004,2025-05-04,2025-05-11,2025-05-14,475401,16.0,107,ACTIVE
L0002075,C000274,LP004,BR010,2024-05-26,2024-05-30,2024-06-03,857053,16.0,79,CLOSED
L0002076,C000985,LP005,BR001,2023-12-01,2023-12-02,2023-12-07,345468,12.0,22,ACTIVE
L0002077,C000419,LP004,BR001,2026-03-06,2026-03-12,2026-03-15,1154434,16.0,13,DEFAULT
L0002078,C000210,LP001,BR008,2026-08-07,2026-08-12,2026-08-13,389328,14.5,29,ACTIVE
L0002079,C000198,LP005,BR005,2024-09-19,2024-09-26,2024-09-27,749283,12.0,34,ACTIVE
L0002080,C000700,LP003,BR003,2022-10-24,2022-10-29,2022-10-30,755235,8.5,232,ACTIVE
L0002081,C000701,LP004,BR008,2026-06-30,2026-07-10,2026-07-14,1128234,16.0,34,ACTIVE
L0002082,C000728,LP005,BR003,2025-12-06,2025-12-15,2025-12-16,60048,12.0,23,ACTIVE
L0002083,C000384,LP005,BR002,2026-02-16,2026-02-26,2026-02-28,759916,12.0,35,CLOSED
L0002084,C000009,LP003,BR009,2025-12-10,2025-12-13,2025-12-14,4019629,8.5,225,ACTIVE
L0002085,C000832,LP003,BR007,2025-11-24,2025-11-25,2025-11-29,1022823,8.5,92,ACTIVE
L0002086,C000029,LP004,BR009,2023-03-28,2023-04-06,2023-04-09,1887981,16.0,36,DEFAULT
L0002087,C000985,LP003,BR004,2023-09-09,2023-09-10,2023-09-13,3154829,8.5,193,CLOSED
L0002088,C000851,LP002,BR001,2024-03-06,2024-03-16,2024-03-19,1182844,10.5,13,ACTIVE
L0002089,C000083,LP003,BR010,2023-05-10,2023-05-17,2023-05-18,1044881,8.5,61,DEFAULT
L0002090,C000381,LP004,BR001,2021-09-20,2021-09-23,2021-09-26,276095,16.0,34,ACTIVE
L0002091,C000035,LP005,BR005,2022-09-18,2022-09-19,2022-09-22,658088,12.0,18,DEFAULT
L0002092,C000794,LP005,BR004,2021-11-29,2021-12-06,2021-12-08,686160,12.0,35,ACTIVE
L0002093,C000620,LP005,BR006,2025-08-30,2025-09-04,2025-09-07,607789,12.0,23,ACTIVE
L0002094,C000579,LP004,BR009,2022-09-17,2022-09-23,2022-09-27,1291545,16.0,119,ACTIVE
L0002095,C000513,LP002,BR009,2023-06-22,2023-07-02,2023-07-06,284889,10.5,26,ACTIVE
L0002096,C000953,LP004,BR001,2025-03-27,2025-03-30,2025-03-31,489354,16.0,52,DEFAULT
L0002097,C000785,LP004,BR007,2025-03-25,2025-03-26,2025-03-28,1754100,16.0,13,CLOSED
L0002098,C000706,LP001,BR006,2022-02-04,2022-02-10,2022-02-14,92611,14.5,58,CLOSED
L0002099,C000012,LP002,BR007,2024-07-19,2024-07-24,2024-07-26,378365,10.5,51,ACTIVE
L0002100,C000033,LP003,BR005,2024-09-06,2024-09-13,2024-09-16,1993206,8.5,83,CLOSED
L0002101,C000586,LP003,BR009,2026-06-23,2026-07-03,2026-07-06,3972739,8.5,69,CLOSED
L0002102,C000599,LP001,BR010,2023-07-07,2023-07-12,2023-07-14,142857,14.5,30,ACTIVE
L0002103,C000763,LP003,BR008,2021-10-21,2021-10-29,2021-11-01,1275208,8.5,137,ACTIVE
L0002104,C000850,LP002,BR010,2023-06-03,2023-06-13,2023-06-16,831610,10.5,78,ACTIVE
L0002105,C000762,LP002,BR009,2024-02-07,2024-02-10,2024-02-11,1327301,10.5,61,CLOSED
L0002106,C000268,LP005,BR007,2023-11-15,2023-11-24,2023-11-29,240895,12.0,34,ACTIVE
L0002107,C000154,LP005,BR005,2022-04-14,2022-04-20,2022-04-23,237523,12.0,22,DEFAULT
L0002108,C000517,LP003,BR008,2024-04-29,2024-05-08,2024-05-11,1261329,8.5,143,CLOSED
L0002109,C000499,LP002,BR010,2024-04-05,2024-04-10,2024-04-12,1080813,10.5,45,ACTIVE
L0002110,C000515,LP003,BR003,2026-01-07,2026-01-09,2026-01-14,2063850,8.5,133,CLOSED
L0002111,C000629,LP001,BR008,2026-05-21,2026-05-29,2026-06-03,219340,14.5,35,DEFAULT
L0002112,C000640,LP002,BR003,2024-06-18,2024-06-25,2024-06-30,170988,10.5,53,ACTIVE
L0002113,C000935,LP005,BR001,2021-10-05,2021-10-11,2021-10-12,186461,12.0,25,ACTIVE
L0002114,C000282,LP001,BR009,2022-09-04,2022-09-10,2022-09-13,389676,14.5,18,CLOSED
L0002115,C000824,LP003,BR010,2024-07-17,2024-07-23,2024-07-26,1865209,8.5,131,DEFAULT
L0002116,C000086,LP004,BR001,2024-08-11,2024-08-14,2024-08-15,1020667,16.0,115,DEFAULT
L0002117,C000745,LP002,BR001,2025-01-28,2025-02-05,2025-02-10,1307886,10.5,67,ACTIVE
L0002118,C000203,LP003,BR001,2026-07-19,2026-07-27,2026-07-29,2618750,8.5,197,ACTIVE
L0002119,C000512,LP001,BR010,2021-12-15,2021-12-25,2021-12-28,302999,14.5,55,ACTIVE
L0002120,C000859,LP001,BR005,2023-03-15,2023-03-20,2023-03-21,172842,14.5,60,DEFAULT
L0002121,C000080,LP004,BR005,2023-05-11,2023-05-13,2023-05-17,993164,16.0,111,ACTIVE
L0002122,C000975,LP002,BR008,2024-07-08,2024-07-18,2024-07-22,1343770,10.5,15,CLOSED
L0002123,C000818,LP002,BR005,2024-07-31,2024-08-09,2024-08-11,730367,10.5,79,CLOSED
L0002124,C000652,LP005,BR003,2025-10-13,2025-10-23,2025-10-25,156200,12.0,33,ACTIVE
L0002125,C000545,LP001,BR006,2025-09-29,2025-09-30,2025-10-01,212148,14.5,21,ACTIVE
L0002126,C000509,LP001,BR002,2022-01-04,2022-01-12,2022-01-16,136686,14.5,41,ACTIVE
L0002127,C000061,LP003,BR007,2022-11-11,2022-11-14,2022-11-16,1943414,8.5,89,ACTIVE
L0002128,C000716,LP004,BR003,2025-10-20,2025-10-22,2025-10-24,595312,16.0,38,ACTIVE
L0002129,C000776,LP005,BR009,2023-01-11,2023-01-13,2023-01-15,181625,12.0,33,DEFAULT
L0002130,C000160,LP003,BR001,2025-08-17,2025-08-23,2025-08-24,4504252,8.5,52,ACTIVE
L0002131,C000677,LP002,BR007,2026-04-11,2026-04-13,2026-04-17,1253075,10.5,62,CLOSED
L0002132,C000554,LP002,BR009,2024-07-23,2024-07-31,2024-08-04,1071996,10.5,43,ACTIVE
L0002133,C000103,LP002,BR001,2025-08-22,2025-08-29,2025-08-31,767642,10.5,29,ACTIVE
L0002134,C000124,LP004,BR010,2025-03-25,2025-03-31,2025-04-03,1819226,16.0,98,ACTIVE
L0002135,C000194,LP002,BR009,2022-03-09,2022-03-19,2022-03-23,1220120,10.5,21,ACTIVE
L0002136,C000308,LP002,BR010,2026-02-20,2026-02-28,2026-03-05,156405,10.5,40,DEFAULT
L0002137,C000751,LP001,BR005,2024-04-03,2024-04-06,2024-04-08,243531,14.5,35,ACTIVE
L0002138,C000493,LP002,BR010,2026-07-07,2026-07-16,2026-07-17,1380450,10.5,62,ACTIVE
L0002139,C000982,LP001,BR006,2024-05-23,2024-05-27,2024-05-29,312117,14.5,24,ACTIVE
L0002140,C000571,LP001,BR003,2026-06-06,2026-06-10,2026-06-13,278275,14.5,17,ACTIVE
L0002141,C000928,LP005,BR004,2026-04-07,2026-04-14,2026-04-16,466390,12.0,16,ACTIVE
L0002142,C000033,LP005,BR003,2021-11-13,2021-11-18,2021-11-22,728074,12.0,27,ACTIVE
